time,TradingVolume_usd,high,low,open,close,liquidate_long,liquidate_short,OpenInterest_short,OpenInterest_long,leverage_long,leverage_short,1.1X - 5X,10X - 15X,15X - 20X,20X - 25X,25X - 30X,30X - 35X,35X - 40X,40X - 45X,45X - 50X,5X - 10X,Less than 1.1X,More than 50X
2021-09-16,399016.96283014055,48498.51,47050.55,48148.45,47764.47,0.0,0.0,48176.76674733528,119090.74469229869,7.222120764651067,25.662995139340715,10832.880537808833,37358.80075187721,0.0,48801.148916807375,29656.477375249266,1054.7383467395866,0.0,0.0,0.0,109.5482863173264,0.0,0.0
2021-09-17,1242272.656143104,48172.36,46770.31,47764.47,47297.98,0.0,0.0,88883.38486444387,441204.272549846,12.29508035542475,9.701636095599802,82752.02458124238,151434.46297021658,335342.8531589525,68196.1937390977,49731.78776336237,16491.087626544464,0.0,0.0,0.0,98597.99121946412,0.0,0.0
2021-09-18,889845.9283797423,48808.0,47066.47,47297.98,48312.46,0.0,2516.1296566187707,615.447270961522,595271.2159944514,6.539822774541977,15.79161932536528,139207.81570398388,13091.030989410683,86506.51443455566,8526.8624352,138407.30094475308,56802.95643006649,0.0,0.0,0.0,35279.9861774628,0.0,0.0
2021-09-19,480099.9265195362,48376.3,46864.5,48312.46,47251.76,0.0,0.0,615.447270961522,604958.5917262172,11.763758980923164,25.906683697603853,1249.47532215,0.0,90965.3736055106,0.0,47408.0633969407,25273.265261264,0.0,0.0,0.0,79997.47353978561,0.0,0.0
2021-09-20,1004793.5935696932,47340.49,42552.63,47251.76,42925.46,0.0,0.0,15392.178860141008,319004.8524736065,6.827564696920168,4.413097421584314,35910.398165695995,581.4703955034,184039.8207694164,13103.2762758996,9374.5776340371,46622.07802248,0.0,0.0,0.0,77176.6716900984,0.0,0.0
2021-09-21,1835510.34598156,43625.93,39767.17,42925.46,40709.59,725.4726734950365,0.0,50451.9174356422,289232.5817211461,12.761392966181312,16.69495522549118,35513.276841459105,66743.9004419367,84777.2190905768,10936.65074204,496090.3415493883,20698.82483555,0.0,0.0,0.0,205638.6934013488,0.0,0.0
2021-09-22,592470.0290628095,44012.22,40589.07,40709.59,43576.15,0.0,0.0,48313.33023352572,327236.6046548988,10.368443409448362,11.771886700490768,20220.313571468498,97982.6877050415,21442.1643053738,32410.892416408,14371.9488445367,0.0,0.0,0.0,0.0,127739.7255543944,0.0,0.0
2021-09-23,476389.46160462266,44994.17,43108.42,43576.15,44893.87,0.0,0.0,7669.181519930018,311252.4502144591,6.213623797272548,21.287687256737275,2750.0026197844,69703.8585033397,0.0,30752.970885471703,99519.3433384448,0.0,0.0,0.0,0.0,7154.403878253,0.0,0.0
2021-09-24,885742.296790822,45143.18,40807.2,44893.87,42848.41,0.0,0.0,62351.82178425376,707535.6330494704,7.694869173406903,11.588692408661514,43511.5344771219,19576.6907438461,8815.60395516,72532.60701898215,129772.2238244922,6120.021183759999,0.0,0.0,0.0,388025.378741716,0.0,0.0
2021-09-25,724208.254829479,42992.94,41710.08,42848.41,42721.91,0.0,0.0,189855.36094163585,321571.88386853714,14.300159418079351,5.87096751385355,142231.8496379829,5570.42773085,0.0,40536.48219461645,5793.086284506399,19024.145685093303,0.0,0.0,0.0,19718.030869914848,0.0,0.0
2021-09-26,1771396.056011,43928.49,40825.4,42721.91,43201.79,277.98779712000004,0.0,233118.9085045985,539600.7190859073,22.05531234123909,10.445220180636966,25320.6864377712,52458.1596131326,17807.4413832235,115634.8071641916,648362.2604913847,92027.5672887284,0.0,0.0,0.0,64733.29701723469,0.0,0.0
2021-09-27,286657.7356794042,44360.41,42139.24,43201.79,42187.51,0.0,0.0,236757.0674876389,595087.1119583532,7.746480745184383,23.750103967208787,17197.0388707972,1120.5188002679,117249.7558148906,0.0,11401.5471330138,11925.4732679575,0.0,0.0,0.0,13996.8098805183,0.0,0.0
2021-09-28,777846.5256777053,42781.24,40924.13,42187.51,41056.79,0.0,0.0,402146.1178785622,582654.6790583377,7.580494279579286,19.496130398831475,473.320039522,0.0,3819.3259861008,239347.49723762687,101791.0627488081,4677.0646849944,0.0,0.0,0.0,115293.30088725429,0.0,0.0
2021-09-29,1419080.384927577,42603.18,40790.67,41056.79,41539.43,0.0,0.0,217426.760113868,677799.1238361262,7.865432726145622,25.16794903607756,2865.6569079908,162872.728358033,22423.267644644096,83760.40190163,143379.3026947226,869.43931776,0.0,0.0,0.0,248581.93914555528,0.0,0.0
2021-09-30,2266527.783687768,44106.6,41436.79,41539.43,43829.34,0.0,0.0,209324.22748263,490351.39978725096,7.688982747264119,25.791802609878943,177448.9417165747,7010.87157522,157825.7782329329,81666.2131284852,565031.6871068188,0.0,0.0,0.0,0.0,46505.2717437959,0.0,0.0
2021-10-01,3854408.856123843,48470.13,43304.82,43829.34,48164.35,0.0,0.0,449748.2876131428,478004.81001683214,10.421240474820836,20.88708324446516,159304.98520393803,143378.50683577667,154801.093356256,211110.6299938794,1219609.0098186976,136446.73894551047,0.0,0.0,0.0,16592.1990879106,0.0,0.0
2021-10-02,1203158.5932766655,48347.69,47468.49,48164.35,47669.02,0.0,0.0,248848.7667407738,532021.8028909566,5.6768800669141,19.82674186033347,188333.71552898292,37957.60465032,208024.24638843696,4910.01183263,70752.3874810807,0.0,0.0,0.0,0.0,18160.06675776,0.0,0.0
2021-10-03,999250.3772967994,49185.34,47137.07,47669.02,48234.05,0.0,0.0,175480.27952400618,398172.7504877354,16.981081719341276,12.740191477016378,2239.8749425008,131532.270213999,139043.70005808395,0.0,82871.32796254651,0.0,0.0,0.0,0.0,40329.245661275,0.0,0.0
2021-10-04,3290019.154927357,49501.21,46944.28,48234.05,49276.91,0.0,36.6053057383,126191.76432832376,961021.5023902569,10.26328727957572,9.293252246550985,77310.64246632096,157870.37980401592,499479.8714299434,0.0,3446.807432038,62050.06486088,0.0,0.0,0.0,1101631.9298238996,0.0,0.0
2021-10-05,3413752.678163918,51885.03,49087.72,49276.91,51504.27,0.0,225.066534616,87815.52529920323,2872266.147972073,17.59132580420348,25.39050828608232,175838.6536624241,294281.309075688,116463.1979573016,53429.120048642406,1970931.766325592,0.0,0.0,0.0,0.0,32366.495288660142,0.0,0.0
2021-10-06,4704787.667130107,55656.67,50439.32,51504.27,55345.85,0.0,161.98971480146866,302257.76018134604,1623844.649099594,5.367629412619442,15.567945215835676,412011.6544216129,282956.1262657814,254708.73880608127,84818.672133074,80998.12433533889,27698.5806529398,16086.921001939898,5532.2589531852,4569.199917678,666023.9250822543,0.0,0.0
2021-10-07,6062834.537159333,55359.77,53391.93,55343.24,53797.21,0.0,0.0,236231.524367746,1518251.047693578,10.116840416559846,11.160382487744824,91164.29076082147,2506563.695777819,112683.7816180962,10661.6454456703,133053.35944979853,0.0,0.0,0.0,0.0,91480.5769176535,0.0,0.0
2021-10-08,4186164.59038545,56047.91,53666.09,53796.22,53949.29,0.0,155.36274501,313334.9441455538,1861250.80636816,12.077622630139544,28.459125441212446,38275.99898587913,640729.4461037619,54491.8790045,51353.63513825028,1394814.216013763,0.0,0.0,0.0,0.0,123468.70917276495,0.0,0.0
2021-10-09,2443388.960880761,55485.2,53696.32,53949.29,54968.04,0.0,0.0,402780.6143682614,2630019.5473655444,5.06337052893696,18.24106168835361,184805.25876829505,0.0,130296.333293354,90143.93286072,106943.56748898534,0.0,0.0,0.0,0.0,1138612.5936390725,0.0,0.0
2021-10-10,1205679.1324033092,56473.63,54131.52,54968.04,54700.24,0.0,0.0,290854.8938752972,2776213.087652657,6.683014024892691,18.637578085111883,216289.91192665932,39041.78995839829,107619.9309949234,59734.63359115221,147956.0443277124,0.0,0.0,0.0,0.0,49331.1652998831,0.0,0.0
2021-10-11,6453143.969343997,57825.98,54448.68,54700.24,57498.8,0.0,0.0,231453.4897667365,3866602.505744895,6.73113703514894,15.386358627518062,354596.8612328902,983485.5434947844,379334.7388647213,96117.9790691041,109357.79563114954,6584.2047653848,0.0,0.0,1023.4660434635,1811017.436413795,547.9661485417,0.0
2021-10-12,6887574.918512645,57646.93,54098.22,57498.8,56010.9,0.0,0.0,212596.252950026,2631417.547888555,13.546965935768128,16.22429068222374,73364.40011748816,973203.041025988,946066.369006881,574468.64,65601.06824715972,75581.64503653964,0.0,0.0,0.0,108481.1984857395,0.0,0.0
2021-10-13,8727112.136623593,57768.98,54279.61,56010.9,57369.0,0.0,0.0,264116.5718214249,2574297.4982355447,7.840538122612255,16.66635604457669,97307.5684880988,194766.0660081004,1553129.0096092508,90068.4095335144,64122.8375428472,0.0,1950.607854,0.0,0.0,2359411.703885181,0.0,0.0
2021-10-14,9296248.220940176,58514.76,56854.38,57369.0,57359.21,0.0,0.0,297516.67588318785,5242288.139375653,9.666691657410963,16.80109192984917,323266.45174981403,332795.46696378896,970172.3524632902,1862528.508614856,161926.98868715804,0.0,0.0,0.0,0.0,2348129.7145921127,0.0,0.0
2021-10-15,14853111.448459407,62889.98,56885.66,57359.21,61684.96,0.0,0.0,48885.62482045483,6177296.785600924,11.948835844359206,11.340098800219057,885789.5715538979,1719743.7266838292,2015455.907970085,220148.4562899115,1720145.0230840717,0.0,0.0,0.0,0.0,1206235.9595310113,2225.8766981678,0.0
2021-10-16,1906841.346256332,62341.46,60153.79,61684.96,60877.77,0.0,0.0,86712.55508717924,6446667.493333368,12.199224944262168,20.27846058467695,83974.74962572061,187233.5752889866,138482.1843723377,62105.02970034,531326.893657573,0.0,0.0,0.0,0.0,103897.05948279193,0.0,0.0
2021-10-17,8256864.546208907,61698.1,59050.3,60877.77,61520.54,0.0,0.0,104950.28127238824,7922093.935123881,10.606414989563838,19.247928069713232,649409.3069503165,1397011.643714448,951599.8140641564,118333.06700697832,1642924.8933576462,44105.9474745982,0.0,0.0,0.0,71879.68452416919,0.0,0.0
2021-10-18,18439054.74624425,62662.72,59925.93,61520.54,62038.16,0.0,0.0,106849.97759577824,9405617.861161323,8.272366288435151,12.722762861085693,1652583.705050756,1595105.1746830405,926650.9126035974,1066071.910340855,1688966.3708435004,120305.1532081584,0.0,0.0,0.0,2912555.9575726367,0.0,0.0
2021-10-19,12217868.797454627,64468.7,61410.11,62038.16,64283.97,0.0,0.0,553254.7370355711,11125794.64078411,13.217141597748094,20.09172374443565,653497.3665034486,1548309.781256583,835994.803929935,1465977.0140395912,1828402.653807358,153411.53286913942,12053.59866926347,10415.2346088984,0.0,684163.1825743897,0.0,0.0
2021-10-20,13004107.819287656,66980.66,63543.7,64283.97,66021.02,0.0,0.0,142821.01184276416,10196827.96787538,5.404750184878842,14.674030409168989,1361181.008508976,134663.75377755426,234301.8998073648,576826.5898430817,262246.9898910024,0.0,0.0,0.0,0.0,3263133.4687650832,0.0,0.0
2021-10-21,19924859.02232468,66645.73,62076.16,66021.02,62283.96,0.0,0.0,123007.82491810698,7437510.665852381,6.792755687689398,14.875847410764504,3268420.4134223373,2063514.1645375253,773735.1429530879,740340.4986509009,590959.2948005119,0.0,0.0,0.0,0.0,1135894.7523241418,0.0,0.0
2021-10-22,3976197.945707671,63731.17,60017.23,62283.96,60693.59,0.0,0.0,103072.44799986848,8229090.585911865,5.907521108527181,8.685526784952387,572548.068347267,827531.7835980619,311747.4339007329,269988.4341400287,31051.6502693535,0.0,0.0,0.0,0.0,361053.8741690144,0.0,0.0
2021-10-23,11495484.05837658,61733.43,59705.11,60693.59,61313.09,0.0,0.0,252300.18436643225,7317480.7759367,14.820142141891342,22.57015660376135,264194.5526155568,70385.27843022809,32284.487457843985,4451480.283641793,479922.1170540736,0.0,0.0,0.0,0.0,68284.2731844949,0.0,0.0
2021-10-24,10367526.570265863,61481.25,59529.34,61313.09,60863.56,0.0,0.0,1227627.391531561,9095171.327610023,13.496814872079185,21.412622184603816,49022.63678857,1272725.26469633,2301462.6543954806,64413.3099072863,2170731.922479092,0.0,0.0,0.0,0.0,701916.376285399,0.0,0.0
2021-10-25,12465064.572342616,63709.97,60658.35,60863.56,63089.04,0.0,0.0,279679.74841130164,7687830.911822048,7.538691989999099,13.04044291111686,446411.5811261932,540203.1004719274,199986.69378808772,16424.3638085372,1796685.5947036836,0.0,0.0,0.0,0.0,2055176.922818764,0.0,0.0
2021-10-26,10657316.557667796,63290.04,59868.68,63089.04,60315.68,0.0,0.0,8561.038463812147,8718690.941184454,18.49284874965133,29.333189999999995,321116.2671861185,937477.8607448974,243704.44281947007,60927.28588056,4098438.650865531,0.0,0.0,0.0,0.0,46864.4310447836,0.0,0.0
2021-10-27,13706011.094735911,61473.0,58128.18,60315.68,58464.42,14689.308302073301,0.0,34071.08567271204,8892486.497475948,12.43991063496347,10.881228495261052,873164.7320419787,825545.7772320639,1332269.1615119025,1669722.33499977,1806454.8472570155,0.0,0.0,0.0,0.0,445501.4960754211,0.0,0.0
2021-10-28,11833170.08832227,62252.08,58145.43,58464.42,60610.11,0.0,0.0,179366.68885804838,9216363.519775078,11.354184884921027,13.5197458147918,716333.3569931133,67370.877098953,151747.12949222227,1737964.3097304676,3226536.486231334,0.0,0.0,0.0,0.0,251219.19735727672,0.0,0.0
2021-10-29,3045287.2632170897,62967.45,60269.97,60610.11,62282.5,0.0,0.0,317516.62299752235,9687312.696742708,8.975999946768445,12.764980310799304,95731.5093229999,3016.47951327,50394.3481036324,251240.7055221988,88503.98852284999,0.0,0.0,0.0,0.0,1338306.1561771457,0.0,0.0
2021-10-30,1523217.6452972942,62371.52,60774.38,62282.5,61891.91,0.0,0.0,361232.9205674818,8465326.748814533,9.33976937848102,22.068031050265933,8556.745360449999,20241.1571978194,48599.42532082,0.0,84852.05471987,0.0,0.0,0.0,0.0,10224.61487058,0.0,0.0
2021-10-31,3379985.6973877694,62420.57,60022.06,61891.91,61349.75,0.0,0.0,20095.71945614624,9569914.026006816,16.044269126057486,18.12113344453641,25184.863927999697,28253.1684557667,221098.07110809773,56501.47628526169,1367511.21371043,0.0,0.0,0.0,0.0,373169.0932468032,0.0,0.0
2021-11-01,6404516.866761874,62482.31,59554.88,61349.75,60960.98,0.0,0.0,41589.03873004245,9186658.63433894,15.630224135589682,25.120652355609767,10469.88746055,247919.02250389,4320.7085336701,47923.779678054,1993049.0014711604,0.0,0.0,0.0,0.0,717694.9975366223,0.0,0.0
2021-11-03,5550846.290649286,63553.52,61057.89,63260.05,62929.93,0.0,0.0,40288.438368304494,7456048.583291457,11.995709383276465,9.637809107090405,21869.2638596,184679.13926612225,307331.8223243179,174995.2951115894,866591.3892357725,0.0,0.0,0.0,0.0,1767773.6015828236,0.0,0.0
2021-11-04,3355321.7887580693,63102.86,60745.84,62929.93,61448.47,0.0,0.0,6367.292243564298,9610504.66133757,12.541009523815903,2.746253153579904,60697.13734373319,1232928.9231907555,90014.3392103189,1942.303700306,692795.3305032349,0.0,0.0,0.0,0.0,659536.7788038725,13.5475875,0.0
2021-11-05,11221021.109767972,62621.97,60789.16,61448.47,61019.66,0.0,0.0,472951.6719919404,16302427.51089399,8.520502644731915,19.3534736558278,1466634.2108015816,7071191.642720654,403943.7293021124,0.0,188329.60956962768,0.0,0.0,0.0,0.0,59664.97714240813,0.0,0.0
2021-11-06,1820535.343835481,61594.16,60130.85,61019.66,61529.76,0.0,0.0,24768.670275298296,16223043.896854077,7.150658730673462,21.700435451737366,189043.46721487143,56704.8875935138,164824.9432488177,38765.99256402,94935.8576107482,0.0,0.0,0.0,0.0,102209.2158074906,0.0,0.0
2021-11-07,23874360.39453877,63309.57,61406.56,61529.76,63302.78,0.0,0.0,57796.55747483237,16165886.090768462,12.01967187400956,7.282424574194922,305096.245084504,7928283.763785439,2325046.190264229,50018.11715957845,1082365.994112,0.0,0.0,0.0,0.0,234304.92742059348,0.0,0.0
2021-11-08,32048439.50441001,67755.46,63302.78,63302.78,67549.14,0.0,0.0,802277.2052665179,7908070.086930666,5.800306035723057,24.921645698229977,2452362.219907369,2288695.248270277,175013.87327814958,33448.40129316029,6734251.410024389,0.0,0.0,0.0,0.0,583780.9214086073,0.0,0.0
2021-11-09,14574110.187791284,68514.26,66312.42,67549.14,66939.24,0.0,0.0,7434269.642515532,7621428.565560366,8.593245584557346,18.982623137529743,290014.4996447601,1633859.3685361426,6592775.052972532,41009.953360761,320714.84372683364,0.0,0.0,0.0,0.0,1573098.6854084912,1483.0900444359995,0.0
2021-11-10,20382899.6068798,68978.64,63196.25,66939.24,64926.06,0.0,0.0,37835.64324852172,5416216.152640799,7.436504003077031,16.959126450843137,1656300.627803197,193098.58845803948,2271613.56791677,248805.9312839354,753566.2479755005,0.0,0.0,0.0,0.0,267241.6339091727,0.0,0.0
2021-11-11,8298699.705049209,65585.68,64130.37,64926.06,64820.8,0.0,0.0,156053.21204421693,8607389.719487077,8.883844578250336,19.549039967854068,1113148.469155881,87907.16168136,2292896.3951902776,30208.522597919,248061.62410826,0.0,0.0,0.0,0.0,2031823.247611893,0.0,0.0
2021-11-12,15961074.8506487,65466.0,62315.02,64820.8,64156.3,0.0,0.0,50183.4142076103,19132416.158083804,13.293520429335038,24.688601835670223,354060.0995146737,8523824.459215166,1509695.3684266992,1567865.703039792,302645.1508162196,0.0,0.0,0.0,0.0,919102.66514144,12922.2995504178,0.0
2021-11-13,1192772.8374373743,64967.34,63406.98,64156.3,64409.56,0.0,0.0,363720.22658643033,19081676.71678553,5.343388030092973,13.42350990781013,239468.49601331347,235720.99194642,89049.14255513399,0.0,158918.9173066841,0.0,0.0,0.0,0.0,4627.5564374117,0.0,0.0
2021-11-14,15494956.437051067,65509.06,63616.33,64409.56,65509.06,0.0,0.0,95593.60971976654,11282686.283302208,13.591896025754137,22.28359234776993,68454.1973560674,64086.2695760944,1223939.9270348367,1408161.5963339163,248206.5399328101,0.0,0.0,0.0,0.0,701071.1631168133,0.0,0.0
2021-11-15,11821276.543560864,66335.42,63442.58,65509.06,63614.06,0.0,0.0,665548.9306481526,8136904.828958629,12.10852501228976,14.560657183263316,480281.56107983,197941.9080633724,165642.8597506446,1138155.0456740295,2060851.0446916567,0.0,0.0,0.0,0.0,579852.7858133013,0.0,0.0
2021-11-16,17745872.950181756,63614.53,58745.71,63614.06,60108.9,168693.386007184,0.0,107616.16394458106,10395732.863853913,10.767109153688146,6.372516576456287,573514.9126067132,2507664.3388701067,2508275.181346419,1545336.6159409962,1107079.5524033252,0.0,0.0,0.0,0.0,1476191.7399352454,5321.7680839287,0.0
2021-11-17,7013820.721334857,60837.09,58566.05,60108.9,60365.6,1855.42385304,0.0,545458.0741340389,13610472.073314983,17.457385522761477,10.659600351734742,216643.7445561037,80282.5905844691,369502.99610663287,777505.5347727016,3435126.344140784,0.0,0.0,0.0,0.0,454139.7103320006,0.0,0.0
2021-11-18,14058134.102452973,60964.37,56535.61,60365.6,56930.68,334686.5613785975,0.0,370851.0672888748,6934368.05639067,9.096555694809345,8.80061255138119,182986.8886992818,1139523.3245304571,111729.86263489,9055.640794898683,367307.7779102424,0.0,0.0,0.0,0.0,1762902.5160958413,30205.5286761332,0.0
2021-11-19,2778559.548353567,58403.92,55655.03,56930.68,58136.22,0.0,0.0,389477.080678585,7502607.7614877345,12.43970854022409,13.281461843514052,182265.23792213187,226005.505418292,177803.1253628731,542279.3548743714,461615.12791460846,0.0,0.0,0.0,0.0,92744.28192789327,0.0,0.0
2021-11-20,5065265.657918807,59901.9,57450.63,58136.22,59769.66,0.0,0.0,396651.82979856327,6778408.328094751,9.960025905516115,20.381422343414773,2800.184150464,175920.15013486697,236281.10162467088,459741.0591090026,196214.9497590171,0.0,0.0,0.0,0.0,1103163.0420448794,0.0,0.0
2021-11-21,1515845.80998312,60058.65,58575.6,59769.66,58700.83,0.0,0.0,368362.25636225886,6754106.7256675465,17.19677215695704,29.2143222100754,2170.9453254,22838.5705147224,405777.03669344,178117.10540180368,45602.76246326755,0.0,0.0,0.0,0.0,77120.89666117245,0.0,0.0
2021-11-22,17409301.28828646,59391.98,55673.01,58700.83,56303.06,770.1823284999999,0.0,278462.9653671388,11270632.845817734,20.980350814267336,16.433226874011087,19254.354763012496,1078817.358547473,2676818.739834383,827907.2852515683,5732729.192192469,0.0,0.0,0.0,0.0,581163.9773009549,1273.1508309001997,0.0
2021-11-23,20226458.16814785,57873.77,55485.59,56303.06,57566.6,414.85819914,0.0,166709.74023513624,7313461.424557077,24.84320667061049,22.191955948538112,99499.99970831248,122498.04332672384,505060.82202051085,1253019.2522040138,5993278.112633625,0.0,0.0,0.0,0.0,105410.5309844107,0.0,0.0
2021-11-24,11683220.578063631,57740.34,55899.88,57566.6,57175.09,0.0,0.0,215353.25587384973,7843804.672581485,23.335022293900987,28.891590515992974,74476.40163777469,0.0,349808.2943783992,78751.01090492692,5428281.532244171,0.0,0.0,0.0,0.0,199786.43169810704,0.0,0.0
2021-11-25,19996968.651333462,59437.04,57056.64,57175.09,58966.99,0.0,0.0,1889391.601212161,6739001.759963512,23.01105664906523,21.04970445603072,290114.00941859075,996743.2748085242,262248.4028086258,281273.5215918972,8261685.972349592,0.0,0.0,0.0,0.0,191036.8610496636,0.0,0.0
2021-11-26,22266719.19162412,59201.95,53575.54,58966.99,53788.22,79961.97202014647,0.0,491707.2412702367,10746648.86515831,16.03283205802678,19.347550336373107,267471.5562259875,2914024.5585387293,1563256.196384423,837352.7151163826,6030129.857434676,0.0,0.0,0.0,0.0,826106.0847383012,0.0,0.0
2021-11-27,7898177.316136772,55316.65,53668.95,53788.22,54805.03,0.0,0.0,1194183.0266564132,6566219.5803024415,14.363545089868309,10.331397528160224,260207.6958985068,423193.1992591671,270138.4191250066,301207.13285908574,928280.3948698236,0.0,0.0,0.0,0.0,27085.0663219495,0.0,0.0
2021-11-28,24936974.76471109,57475.26,53436.05,54805.03,57331.41,204.94856875,0.0,9694310.86828757,6316963.724850171,14.194450781673366,21.064294798009733,609876.3906219724,231935.85828619,269292.2548941337,4117104.3285951633,11165903.06776845,0.0,0.0,0.0,0.0,199212.2612820773,599.213997,0.0
2021-11-29,22174948.86206868,58898.57,56752.37,57331.41,57839.55,0.0,0.0,5582578.881310375,5788818.214385658,16.369167424146738,23.07511588029139,297980.03076728113,605543.1572990977,222145.1846824024,76156.926477537,7117105.362942023,0.0,0.0,0.0,0.0,447329.0709413005,1275.94920384,0.0
2021-11-30,17730358.14915012,59226.33,55931.33,57839.55,56975.35,0.0,0.0,2264493.621008084,5285161.796758171,12.817080561628485,15.249904235367026,148824.953399298,1678648.4823880114,275978.9917500893,94751.41688488,3015303.3559946134,0.0,0.0,0.0,0.0,1740801.035193285,0.0,0.0
2021-12-01,32295925.39172516,59096.53,56505.99,56975.35,57227.97,0.0,0.0,3217747.4007216804,14034579.48194627,11.692585160121745,18.78173058758216,131738.4910801804,1486020.382394795,744971.2374048237,4492041.478279961,5820102.453661049,0.0,0.0,0.0,0.0,8323074.970512621,1349.41498,0.0
2021-12-02,9430004.01164854,57409.48,55850.4,57227.97,56522.76,0.0,0.0,1062503.1486591925,15989026.89313868,7.990586989912565,6.76982752479354,992305.08228818,986496.6976212024,0.0,31647.467347947,752304.420990265,0.0,0.0,0.0,0.0,1851849.917141636,0.0,0.0
2021-12-03,18395173.52074859,57639.15,52493.23,56522.76,53663.25,1744719.4210683727,0.0,246809.1603353664,6151343.680988902,11.157342966216984,8.035966389477581,336165.6530822281,801288.8167752753,603266.9114461921,312992.09317446605,1299270.4058996767,0.0,0.0,0.0,0.0,517914.2797596548,0.0,0.0
2021-12-04,16359447.181379316,53871.2,43563.07,53663.25,49243.39,1964753.1613533017,0.0,202278.1342474881,4861906.778769367,8.355937188243555,7.998619253274069,449511.532336815,2228721.805394876,1495186.8268011615,263766.8804308512,1718149.4513747185,0.0,0.0,0.0,0.0,1354802.8878492098,2600.24234832,0.0
2021-12-05,7817963.718762033,49764.31,47840.63,49243.39,49465.5,0.0,0.0,1547198.7654635056,2724356.6524798414,20.3280247827898,5.980331088689206,896457.2707051383,323968.174976418,212024.64351742133,0.0,1596254.7582400157,0.0,0.0,0.0,0.0,483962.2644052674,0.0,0.0
2021-12-06,9899763.772873867,50986.02,47260.2,49465.5,50552.83,56458.4167307618,534.8563645149,3471975.2892280705,3456713.979782536,14.799594498893592,11.141841031597858,231599.4607557375,2346416.365382317,62090.58853134,66614.2415560782,1757877.7309794552,0.0,0.0,0.0,0.0,1813850.4247656327,0.0,0.0
2021-12-07,5938487.924749334,51953.27,50083.33,50552.83,50633.01,302.202726721,0.0,4615251.505212585,2811361.5097599328,4.976262114285048,7.38256450082983,859772.2232625429,414246.2768005169,141207.32197260798,5765.48681513,699092.6495062895,0.0,0.0,0.0,0.0,1098121.8769985368,0.0,0.0
