,symbol,exchange,symbol_on_exchange,base_asset,quote_asset,expire_at,has_buy_sell_data,is_perpetual,margined,oi_lq_vol_denominated_in,has_long_short_ratio_data,has_ohlcv_data
32,APTUSD_PERP.A,A,APTUSD_PERP,APT,USD,,True,True,COIN,QUOTE_ASSET,True,True
33,AXSUSD_PERP.A,A,AXSUSD_PERP,AXS,USD,,True,True,COIN,QUOTE_ASSET,True,True
34,BCHUSD_PERP.A,A,BCHUSD_PERP,BCH,USD,,True,True,COIN,QUOTE_ASSET,True,True
35,BNBUSD_PERP.A,A,BNBUSD_PERP,BNB,USD,,True,True,COIN,QUOTE_ASSET,True,True
36,BTCUSD_PERP.A,A,BTCUSD_PERP,BTC,USD,,True,True,COIN,QUOTE_ASSET,True,True
37,CHZUSD_PERP.A,A,CHZUSD_PERP,CHZ,USD,,True,True,COIN,QUOTE_ASSET,True,True
38,DOGEUSD_PERP.A,A,DOGEUSD_PERP,DOGE,USD,,True,True,COIN,QUOTE_ASSET,True,True
39,DOTUSD_PERP.A,A,DOTUSD_PERP,DOT,USD,,True,True,COIN,QUOTE_ASSET,True,True
40,EGLDUSD_PERP.A,A,EGLDUSD_PERP,EGLD,USD,,True,True,COIN,QUOTE_ASSET,True,True
41,ENSUSD_PERP.A,A,ENSUSD_PERP,ENS,USD,,True,True,COIN,QUOTE_ASSET,True,True
42,EOSUSD_PERP.A,A,EOSUSD_PERP,EOS,USD,,True,True,COIN,QUOTE_ASSET,True,True
43,ETCUSD_PERP.A,A,ETCUSD_PERP,ETC,USD,,True,True,COIN,QUOTE_ASSET,True,True
44,ETHUSD_PERP.A,A,ETHUSD_PERP,ETH,USD,,True,True,COIN,QUOTE_ASSET,True,True
45,FILUSD_PERP.A,A,FILUSD_PERP,FIL,USD,,True,True,COIN,QUOTE_ASSET,True,True
46,FTMUSD_PERP.A,A,FTMUSD_PERP,FTM,USD,,True,True,COIN,QUOTE_ASSET,True,True
47,GMTUSD_PERP.A,A,GMTUSD_PERP,GMT,USD,,True,True,COIN,QUOTE_ASSET,True,True
48,ICXUSD_PERP.A,A,ICXUSD_PERP,ICX,USD,,True,True,COIN,QUOTE_ASSET,True,True
49,KNCUSD_PERP.A,A,KNCUSD_PERP,KNC,USD,,True,True,COIN,QUOTE_ASSET,True,True
50,LINKUSD_PERP.A,A,LINKUSD_PERP,LINK,USD,,True,True,COIN,QUOTE_ASSET,True,True
51,LTCUSD_PERP.A,A,LTCUSD_PERP,LTC,USD,,True,True,COIN,QUOTE_ASSET,True,True
52,MATICUSD_PERP.A,A,MATICUSD_PERP,MATIC,USD,,True,True,COIN,QUOTE_ASSET,True,True
53,NEARUSD_PERP.A,A,NEARUSD_PERP,NEAR,USD,,True,True,COIN,QUOTE_ASSET,True,True
54,OPUSD_PERP.A,A,OPUSD_PERP,OP,USD,,True,True,COIN,QUOTE_ASSET,True,True
55,ROSEUSD_PERP.A,A,ROSEUSD_PERP,ROSE,USD,,True,True,COIN,QUOTE_ASSET,True,True
56,RUNEUSD_PERP.A,A,RUNEUSD_PERP,RUNE,USD,,True,True,COIN,QUOTE_ASSET,True,True
57,SANDUSD_PERP.A,A,SANDUSD_PERP,SAND,USD,,True,True,COIN,QUOTE_ASSET,True,True
58,SOLUSD_PERP.A,A,SOLUSD_PERP,SOL,USD,,True,True,COIN,QUOTE_ASSET,True,True
59,THETAUSD_PERP.A,A,THETAUSD_PERP,THETA,USD,,True,True,COIN,QUOTE_ASSET,True,True
60,TRXUSD_PERP.A,A,TRXUSD_PERP,TRX,USD,,True,True,COIN,QUOTE_ASSET,True,True
61,UNIUSD_PERP.A,A,UNIUSD_PERP,UNI,USD,,True,True,COIN,QUOTE_ASSET,True,True
62,XLMUSD_PERP.A,A,XLMUSD_PERP,XLM,USD,,True,True,COIN,QUOTE_ASSET,True,True
63,XMRUSD_PERP.A,A,XMRUSD_PERP,XMR,USD,,True,True,COIN,QUOTE_ASSET,True,True
64,XRPUSD_PERP.A,A,XRPUSD_PERP,XRP,USD,,True,True,COIN,QUOTE_ASSET,True,True
65,XTZUSD_PERP.A,A,XTZUSD_PERP,XTZ,USD,,True,True,COIN,QUOTE_ASSET,True,True
66,BADGERUSDT.6,6,BADGERUSDT,BADGER,USDT,,True,True,STABLE,BASE_ASSET,True,True
67,YFIIUSDT.6,6,YFIIUSDT,YFII,USDT,,True,True,STABLE,BASE_ASSET,True,True
68,BONDUSDT_PERP.A,A,BONDUSDT,BOND,USDT,,True,True,STABLE,BASE_ASSET,True,True
69,STRAXUSDT.6,6,STRAXUSDT,STRAX,USDT,,True,True,STABLE,BASE_ASSET,True,True
70,MDTUSDT.6,6,MDTUSDT,MDT,USDT,,True,True,STABLE,BASE_ASSET,True,True
71,MDTUSDT_PERP.A,A,MDTUSDT,MDT,USDT,,True,True,STABLE,BASE_ASSET,True,True
72,SEIUSDT_PERP.A,A,SEIUSDT,SEI,USDT,,True,True,STABLE,BASE_ASSET,True,True
73,GLMUSDT.6,6,GLMUSDT,GLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
74,OXTUSDT.6,6,OXTUSDT,OXT,USDT,,True,True,STABLE,BASE_ASSET,True,True
75,XVGUSDT.6,6,XVGUSDT,XVG,USDT,,True,True,STABLE,BASE_ASSET,True,True
76,PENDLEUSDT.6,6,PENDLEUSDT,PENDLE,USDT,,True,True,STABLE,BASE_ASSET,True,True
77,XVGUSDT_PERP.A,A,XVGUSDT,XVG,USDT,,True,True,STABLE,BASE_ASSET,True,True
78,BNTUSDT_PERP.A,A,BNTUSDT,BNT,USDT,,True,True,STABLE,BASE_ASSET,True,True
79,TONUSDT.6,6,TONUSDT,TON,USDT,,True,True,STABLE,BASE_ASSET,True,True
80,KASUSDT.6,6,KASUSDT,KAS,USDT,,True,True,STABLE,BASE_ASSET,True,True
81,YGGUSDT_PERP.A,A,YGGUSDT,YGG,USDT,,True,True,STABLE,BASE_ASSET,True,True
82,BNTUSDT.6,6,BNTUSDT,BNT,USDT,,True,True,STABLE,BASE_ASSET,True,True
83,TOMIUSDT.6,6,TOMIUSDT,TOMI,USDT,,True,True,STABLE,BASE_ASSET,True,True
84,AUCTIONUSDT.6,6,AUCTIONUSDT,AUCTION,USDT,,True,True,STABLE,BASE_ASSET,True,True
85,ATAUSDT.6,6,ATAUSDT,ATA,USDT,,True,True,STABLE,BASE_ASSET,True,True
86,DODOXUSDT_PERP.A,A,DODOXUSDT,DODOX,USDT,,True,True,STABLE,BASE_ASSET,True,True
87,WAXPUSDT.6,6,WAXPUSDT,WAXP,USDT,,True,True,STABLE,BASE_ASSET,True,True
88,OXTUSDT_PERP.A,A,OXTUSDT,OXT,USDT,,True,True,STABLE,BASE_ASSET,True,True
89,BONDUSDT.6,6,BONDUSDT,BOND,USDT,,True,True,STABLE,BASE_ASSET,True,True
90,MINAUSDT_PERP.A,A,MINAUSDT,MINA,USDT,,True,True,STABLE,BASE_ASSET,True,True
91,MANAUSD_PERP.A,A,MANAUSD_PERP,MANA,USD,,True,True,COIN,QUOTE_ASSET,True,True
92,COTIUSDT.6,6,COTIUSDT,COTI,USDT,,True,True,STABLE,BASE_ASSET,True,True
93,PEOPLEUSDT_PERP.A,A,PEOPLEUSDT,PEOPLE,USDT,,True,True,STABLE,BASE_ASSET,True,True
94,RIFUSDT_PERP.A,A,RIFUSDT,RIF,USDT,,True,True,STABLE,BASE_ASSET,True,True
95,GALAUSDT.6,6,GALAUSDT,GALA,USDT,,True,True,STABLE,BASE_ASSET,True,True
96,ASTRUSDT_PERP.A,A,ASTRUSDT,ASTR,USDT,,True,True,STABLE,BASE_ASSET,True,True
97,WOOUSDT.6,6,WOOUSDT,WOO,USDT,,True,True,STABLE,BASE_ASSET,True,True
98,RSS3USDT.6,6,RSS3USDT,RSS3,USDT,,True,True,STABLE,BASE_ASSET,True,True
99,ANTUSDT.6,6,ANTUSDT,ANT,USDT,,True,True,STABLE,BASE_ASSET,True,True
100,XVSUSDT_PERP.A,A,XVSUSDT,XVS,USDT,,True,True,STABLE,BASE_ASSET,True,True
101,SWEATUSDT.6,6,SWEATUSDT,SWEAT,USDT,,True,True,STABLE,BASE_ASSET,True,True
102,DUSKUSDT.6,6,DUSKUSDT,DUSK,USDT,,True,True,STABLE,BASE_ASSET,True,True
103,MAGICUSDT_PERP.A,A,MAGICUSDT,MAGIC,USDT,,True,True,STABLE,BASE_ASSET,True,True
104,10000NFTUSDT.6,6,10000NFTUSDT,10000NFT,USDT,,True,True,STABLE,BASE_ASSET,True,True
105,AUDIOUSDT.6,6,AUDIOUSDT,AUDIO,USDT,,True,True,STABLE,BASE_ASSET,True,True
106,1INCHUSDT.6,6,1INCHUSDT,1INCH,USDT,,True,True,STABLE,BASE_ASSET,True,True
107,FLOWUSDT.6,6,FLOWUSDT,FLOW,USDT,,True,True,STABLE,BASE_ASSET,True,True
108,ILVUSDT.6,6,ILVUSDT,ILV,USDT,,True,True,STABLE,BASE_ASSET,True,True
109,C98USDT.6,6,C98USDT,C98,USDT,,True,True,STABLE,BASE_ASSET,True,True
110,TUSDT_PERP.A,A,TUSDT,T,USDT,,True,True,STABLE,BASE_ASSET,True,True
111,SFPUSDT.6,6,SFPUSDT,SFP,USDT,,True,True,STABLE,BASE_ASSET,True,True
112,SHIB1000USDT.6,6,SHIB1000USDT,1000SHIB,USDT,,True,True,STABLE,BASE_ASSET,True,True
113,ZENUSDT.6,6,ZENUSDT,ZEN,USDT,,True,True,STABLE,BASE_ASSET,True,True
114,FETUSDT_PERP.A,A,FETUSDT,FET,USDT,,True,True,STABLE,BASE_ASSET,True,True
115,HIGHUSDT_PERP.A,A,HIGHUSDT,HIGH,USDT,,True,True,STABLE,BASE_ASSET,True,True
116,BANDUSDT.6,6,BANDUSDT,BAND,USDT,,True,True,STABLE,BASE_ASSET,True,True
117,BSVUSDT.6,6,BSVUSDT,BSV,USDT,,True,True,STABLE,BASE_ASSET,True,True
118,BICOUSDT.6,6,BICOUSDT,BICO,USDT,,True,True,STABLE,BASE_ASSET,True,True
119,RNDRUSDT_PERP.A,A,RNDRUSDT,RNDR,USDT,,True,True,STABLE,BASE_ASSET,True,True
120,FXSUSDT_PERP.A,A,FXSUSDT,FXS,USDT,,True,True,STABLE,BASE_ASSET,True,True
121,CTKUSDT.6,6,CTKUSDT,CTK,USDT,,True,True,STABLE,BASE_ASSET,True,True
122,MASKUSDT.6,6,MASKUSDT,MASK,USDT,,True,True,STABLE,BASE_ASSET,True,True
123,STXUSDT.6,6,STXUSDT,STX,USDT,,True,True,STABLE,BASE_ASSET,True,True
124,KLAYUSDT.6,6,KLAYUSDT,KLAY,USDT,,True,True,STABLE,BASE_ASSET,True,True
125,OCEANUSDT.6,6,OCEANUSDT,OCEAN,USDT,,True,True,STABLE,BASE_ASSET,True,True
126,BUSDUSDT.6,6,BUSDUSDT,BUSD,USDT,,True,True,STABLE,BASE_ASSET,True,True
127,1000PEPEUSDT.6,6,1000PEPEUSDT,1000PEPE,USDT,,True,True,STABLE,BASE_ASSET,True,True
128,CFXUSDT_PERP.A,A,CFXUSDT,CFX,USDT,,True,True,STABLE,BASE_ASSET,True,True
129,IDEXUSDT_PERP.A,A,IDEXUSDT,IDEX,USDT,,True,True,STABLE,BASE_ASSET,True,True
130,USDCUSDT_PERP.A,A,USDCUSDT,USDC,USDT,,True,True,STABLE,BASE_ASSET,True,True
131,SKLUSDT.6,6,SKLUSDT,SKL,USDT,,True,True,STABLE,BASE_ASSET,True,True
132,YFIUSDT.6,6,YFIUSDT,YFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
133,RENUSDT.6,6,RENUSDT,REN,USDT,,True,True,STABLE,BASE_ASSET,True,True
134,BSWUSDT.6,6,BSWUSDT,BSW,USDT,,True,True,STABLE,BASE_ASSET,True,True
135,CFXUSDT.6,6,CFXUSDT,CFX,USDT,,True,True,STABLE,BASE_ASSET,True,True
136,CTSIUSDT.6,6,CTSIUSDT,CTSI,USDT,,True,True,STABLE,BASE_ASSET,True,True
137,FETUSDT.6,6,FETUSDT,FET,USDT,,True,True,STABLE,BASE_ASSET,True,True
138,COREUSDT.6,6,COREUSDT,CORE,USDT,,True,True,STABLE,BASE_ASSET,True,True
139,AGIXUSDT.6,6,AGIXUSDT,AGIX,USDT,,True,True,STABLE,BASE_ASSET,True,True
140,STGUSDT.6,6,STGUSDT,STG,USDT,,True,True,STABLE,BASE_ASSET,True,True
141,SUIUSDT.6,6,SUIUSDT,SUI,USDT,,True,True,STABLE,BASE_ASSET,True,True
142,ALPHAUSDT.6,6,ALPHAUSDT,ALPHA,USDT,,True,True,STABLE,BASE_ASSET,True,True
143,NTRNUSDT.6,6,NTRNUSDT,NTRN,USDT,,True,True,STABLE,BASE_ASSET,True,True
144,GLMRUSDT.6,6,GLMRUSDT,GLMR,USDT,,True,True,STABLE,BASE_ASSET,True,True
145,ANKRUSDT.6,6,ANKRUSDT,ANKR,USDT,,True,True,STABLE,BASE_ASSET,True,True
146,SUIUSDT_PERP.A,A,SUIUSDT,SUI,USDT,,True,True,STABLE,BASE_ASSET,True,True
147,BLURUSDT.6,6,BLURUSDT,BLUR,USDT,,True,True,STABLE,BASE_ASSET,True,True
148,NKNUSDT.6,6,NKNUSDT,NKN,USDT,,True,True,STABLE,BASE_ASSET,True,True
149,ADAUSD.6,6,ADAUSD,ADA,USD,,True,True,COIN,QUOTE_ASSET,True,True
150,SCRTUSDT.6,6,SCRTUSDT,SCRT,USDT,,True,True,STABLE,BASE_ASSET,True,True
151,PHBUSDT.6,6,PHBUSDT,PHB,USDT,,True,True,STABLE,BASE_ASSET,True,True
152,DOGEUSDT.6,6,DOGEUSDT,DOGE,USDT,,True,True,STABLE,BASE_ASSET,True,True
153,OMGUSDT_PERP.A,A,OMGUSDT,OMG,USDT,,True,True,STABLE,BASE_ASSET,True,True
154,BALUSDT_PERP.A,A,BALUSDT,BAL,USDT,,True,True,STABLE,BASE_ASSET,True,True
155,BTCUSDT.6,6,BTCUSDT,BTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
156,BCHUSDT.6,6,BCHUSDT,BCH,USDT,,True,True,STABLE,BASE_ASSET,True,True
157,BTCUSD.6,6,BTCUSD,BTC,USD,,True,True,COIN,QUOTE_ASSET,True,True
158,ETHUSD.6,6,ETHUSD,ETH,USD,,True,True,COIN,QUOTE_ASSET,True,True
159,ETHUSDT.6,6,ETHUSDT,ETH,USDT,,True,True,STABLE,BASE_ASSET,True,True
160,RENUSDT_PERP.A,A,RENUSDT,REN,USDT,,True,True,STABLE,BASE_ASSET,True,True
161,RADUSDT.6,6,RADUSDT,RAD,USDT,,True,True,STABLE,BASE_ASSET,True,True
162,BATUSDT.6,6,BATUSDT,BAT,USDT,,True,True,STABLE,BASE_ASSET,True,True
163,STXUSDT_PERP.A,A,STXUSDT,STX,USDT,,True,True,STABLE,BASE_ASSET,True,True
164,CRVUSDT_PERP.A,A,CRVUSDT,CRV,USDT,,True,True,STABLE,BASE_ASSET,True,True
165,APEUSDT_PERP.A,A,APEUSDT,APE,USDT,,True,True,STABLE,BASE_ASSET,True,True
166,COMBOUSDT.6,6,COMBOUSDT,COMBO,USDT,,True,True,STABLE,BASE_ASSET,True,True
167,STORJUSDT_PERP.A,A,STORJUSDT,STORJ,USDT,,True,True,STABLE,BASE_ASSET,True,True
168,UMAUSDT.6,6,UMAUSDT,UMA,USDT,,True,True,STABLE,BASE_ASSET,True,True
169,APEUSDT.6,6,APEUSDT,APE,USDT,,True,True,STABLE,BASE_ASSET,True,True
170,LTCUSD.6,6,LTCUSD,LTC,USD,,True,True,COIN,QUOTE_ASSET,True,True
171,MANAUSD.6,6,MANAUSD,MANA,USD,,True,True,COIN,QUOTE_ASSET,True,True
172,LQTYUSDT.6,6,LQTYUSDT,LQTY,USDT,,True,True,STABLE,BASE_ASSET,True,True
173,ZILUSDT.6,6,ZILUSDT,ZIL,USDT,,True,True,STABLE,BASE_ASSET,True,True
174,MINAUSDT.6,6,MINAUSDT,MINA,USDT,,True,True,STABLE,BASE_ASSET,True,True
175,RLCUSDT_PERP.A,A,RLCUSDT,RLC,USDT,,True,True,STABLE,BASE_ASSET,True,True
176,SXPUSDT_PERP.A,A,SXPUSDT,SXP,USDT,,True,True,STABLE,BASE_ASSET,True,True
177,KAVAUSDT_PERP.A,A,KAVAUSDT,KAVA,USDT,,True,True,STABLE,BASE_ASSET,True,True
178,RSRUSDT_PERP.A,A,RSRUSDT,RSR,USDT,,True,True,STABLE,BASE_ASSET,True,True
179,BOBAUSDT.6,6,BOBAUSDT,BOBA,USDT,,True,True,STABLE,BASE_ASSET,True,True
180,BELUSDT.6,6,BELUSDT,BEL,USDT,,True,True,STABLE,BASE_ASSET,True,True
181,MTLUSDT_PERP.A,A,MTLUSDT,MTL,USDT,,True,True,STABLE,BASE_ASSET,True,True
182,DOGEUSDT_PERP.A,A,DOGEUSDT,DOGE,USDT,,True,True,STABLE,BASE_ASSET,True,True
183,BANDUSDT_PERP.A,A,BANDUSDT,BAND,USDT,,True,True,STABLE,BASE_ASSET,True,True
184,WAVESUSDT_PERP.A,A,WAVESUSDT,WAVES,USDT,,True,True,STABLE,BASE_ASSET,True,True
185,KSMUSDT_PERP.A,A,KSMUSDT,KSM,USDT,,True,True,STABLE,BASE_ASSET,True,True
186,WOOUSDT_PERP.A,A,WOOUSDT,WOO,USDT,,True,True,STABLE,BASE_ASSET,True,True
187,1000XECUSDT.6,6,1000XECUSDT,1000XEC,USDT,,True,True,STABLE,BASE_ASSET,True,True
188,ICXUSDT.6,6,ICXUSDT,ICX,USDT,,True,True,STABLE,BASE_ASSET,True,True
189,IMXUSDT.6,6,IMXUSDT,IMX,USDT,,True,True,STABLE,BASE_ASSET,True,True
190,MTLUSDT.6,6,MTLUSDT,MTL,USDT,,True,True,STABLE,BASE_ASSET,True,True
191,DUSKUSDT_PERP.A,A,DUSKUSDT,DUSK,USDT,,True,True,STABLE,BASE_ASSET,True,True
192,AGIXUSDT_PERP.A,A,AGIXUSDT,AGIX,USDT,,True,True,STABLE,BASE_ASSET,True,True
193,TOMOUSDT.6,6,TOMOUSDT,TOMO,USDT,,True,True,STABLE,BASE_ASSET,True,True
194,XCNUSDT.6,6,XCNUSDT,XCN,USDT,,True,True,STABLE,BASE_ASSET,True,True
195,PHBUSDT_PERP.A,A,PHBUSDT,PHB,USDT,,True,True,STABLE,BASE_ASSET,True,True
196,TWTUSDT.6,6,TWTUSDT,TWT,USDT,,True,True,STABLE,BASE_ASSET,True,True
197,ZECUSDT.6,6,ZECUSDT,ZEC,USDT,,True,True,STABLE,BASE_ASSET,True,True
198,FOOTBALLUSDT_PERP.A,A,FOOTBALLUSDT,FOOTBALL,USDT,,True,True,STABLE,BASE_ASSET,True,True
199,ALGOUSD_PERP.A,A,ALGOUSD_PERP,ALGO,USD,,True,True,COIN,QUOTE_ASSET,True,True
200,ATOMUSD_PERP.A,A,ATOMUSD_PERP,ATOM,USD,,True,True,COIN,QUOTE_ASSET,True,True
201,JASMYUSDT_PERP.A,A,JASMYUSDT,JASMY,USDT,,True,True,STABLE,BASE_ASSET,True,True
202,STRAXUSDT_PERP.A,A,STRAXUSDT,STRAX,USDT,,True,True,STABLE,BASE_ASSET,True,True
203,AVAXUSD_PERP.A,A,AVAXUSD_PERP,AVAX,USD,,True,True,COIN,QUOTE_ASSET,True,True
204,ACHUSDT_PERP.A,A,ACHUSDT,ACH,USDT,,True,True,STABLE,BASE_ASSET,True,True
205,LINAUSDT.6,6,LINAUSDT,LINA,USDT,,True,True,STABLE,BASE_ASSET,True,True
206,BNXUSDT_PERP.A,A,BNXUSDT,BNX,USDT,,True,True,STABLE,BASE_ASSET,True,True
207,ARPAUSDT.6,6,ARPAUSDT,ARPA,USDT,,True,True,STABLE,BASE_ASSET,True,True
208,ALGOUSDT_PERP.A,A,ALGOUSDT,ALGO,USDT,,True,True,STABLE,BASE_ASSET,True,True
209,MATICUSDT_PERP.A,A,MATICUSDT,MATIC,USDT,,True,True,STABLE,BASE_ASSET,True,True
210,KNCUSDT_PERP.A,A,KNCUSDT,KNC,USDT,,True,True,STABLE,BASE_ASSET,True,True
211,ZILUSDT_PERP.A,A,ZILUSDT,ZIL,USDT,,True,True,STABLE,BASE_ASSET,True,True
212,BLZUSDT_PERP.A,A,BLZUSDT,BLZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
213,NEARUSDT_PERP.A,A,NEARUSDT,NEAR,USDT,,True,True,STABLE,BASE_ASSET,True,True
214,AVAXUSDT_PERP.A,A,AVAXUSDT,AVAX,USDT,,True,True,STABLE,BASE_ASSET,True,True
215,MKRUSDT_PERP.A,A,MKRUSDT,MKR,USDT,,True,True,STABLE,BASE_ASSET,True,True
216,SNXUSDT_PERP.A,A,SNXUSDT,SNX,USDT,,True,True,STABLE,BASE_ASSET,True,True
217,ENJUSDT_PERP.A,A,ENJUSDT,ENJ,USDT,,True,True,STABLE,BASE_ASSET,True,True
218,ZRXUSDT_PERP.A,A,ZRXUSDT,ZRX,USDT,,True,True,STABLE,BASE_ASSET,True,True
219,HFTUSDT.6,6,HFTUSDT,HFT,USDT,,True,True,STABLE,BASE_ASSET,True,True
220,FLMUSDT_PERP.A,A,FLMUSDT,FLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
221,CVXUSDT.6,6,CVXUSDT,CVX,USDT,,True,True,STABLE,BASE_ASSET,True,True
222,FTMUSDT_PERP.A,A,FTMUSDT,FTM,USDT,,True,True,STABLE,BASE_ASSET,True,True
223,OPUSDT_PERP.A,A,OPUSDT,OP,USDT,,True,True,STABLE,BASE_ASSET,True,True
224,ORDIUSDT.6,6,ORDIUSDT,ORDI,USDT,,True,True,STABLE,BASE_ASSET,True,True
225,UNIUSDT_PERP.A,A,UNIUSDT,UNI,USDT,,True,True,STABLE,BASE_ASSET,True,True
226,SKLUSDT_PERP.A,A,SKLUSDT,SKL,USDT,,True,True,STABLE,BASE_ASSET,True,True
227,ETHBUSD_PERP.A,A,ETHBUSD,ETH,BUSD,,True,True,STABLE,BASE_ASSET,True,True
228,TRBUSDT_PERP.A,A,TRBUSDT,TRB,USDT,,True,True,STABLE,BASE_ASSET,True,True
229,TRXUSDT_PERP.A,A,TRXUSDT,TRX,USDT,,True,True,STABLE,BASE_ASSET,True,True
230,BNBUSDT_PERP.A,A,BNBUSDT,BNB,USDT,,True,True,STABLE,BASE_ASSET,True,True
231,XRPUSDT_PERP.A,A,XRPUSDT,XRP,USDT,,True,True,STABLE,BASE_ASSET,True,True
232,NEOUSDT_PERP.A,A,NEOUSDT,NEO,USDT,,True,True,STABLE,BASE_ASSET,True,True
233,EOSUSDT_PERP.A,A,EOSUSDT,EOS,USDT,,True,True,STABLE,BASE_ASSET,True,True
234,ETCUSDT_PERP.A,A,ETCUSDT,ETC,USDT,,True,True,STABLE,BASE_ASSET,True,True
235,BTCUSDT_PERP.A,A,BTCUSDT,BTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
236,LTCUSDT_PERP.A,A,LTCUSDT,LTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
237,XLMUSDT_PERP.A,A,XLMUSDT,XLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
238,IDEXUSDT.6,6,IDEXUSDT,IDEX,USDT,,True,True,STABLE,BASE_ASSET,True,True
239,ENSUSDT.6,6,ENSUSDT,ENS,USDT,,True,True,STABLE,BASE_ASSET,True,True
240,IOTXUSDT.6,6,IOTXUSDT,IOTX,USDT,,True,True,STABLE,BASE_ASSET,True,True
241,ETHBTC_PERP.A,A,ETHBTC,ETH,BTC,,True,True,STABLE,BASE_ASSET,True,True
242,LINKUSDT_PERP.A,A,LINKUSDT,LINK,USDT,,True,True,STABLE,BASE_ASSET,True,True
243,ETHUSDT_PERP.A,A,ETHUSDT,ETH,USDT,,True,True,STABLE,BASE_ASSET,True,True
244,BCHUSDT_PERP.A,A,BCHUSDT,BCH,USDT,,True,True,STABLE,BASE_ASSET,True,True
245,ADAUSDT_PERP.A,A,ADAUSDT,ADA,USDT,,True,True,STABLE,BASE_ASSET,True,True
246,XMRUSDT_PERP.A,A,XMRUSDT,XMR,USDT,,True,True,STABLE,BASE_ASSET,True,True
247,DASHUSDT_PERP.A,A,DASHUSDT,DASH,USDT,,True,True,STABLE,BASE_ASSET,True,True
248,ZECUSDT_PERP.A,A,ZECUSDT,ZEC,USDT,,True,True,STABLE,BASE_ASSET,True,True
249,ONTUSDT_PERP.A,A,ONTUSDT,ONT,USDT,,True,True,STABLE,BASE_ASSET,True,True
250,ATOMUSDT_PERP.A,A,ATOMUSDT,ATOM,USDT,,True,True,STABLE,BASE_ASSET,True,True
251,XTZUSDT_PERP.A,A,XTZUSDT,XTZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
252,IOTAUSDT_PERP.A,A,IOTAUSDT,IOTA,USDT,,True,True,STABLE,BASE_ASSET,True,True
253,BATUSDT_PERP.A,A,BATUSDT,BAT,USDT,,True,True,STABLE,BASE_ASSET,True,True
254,VETUSDT_PERP.A,A,VETUSDT,VET,USDT,,True,True,STABLE,BASE_ASSET,True,True
255,QTUMUSDT_PERP.A,A,QTUMUSDT,QTUM,USDT,,True,True,STABLE,BASE_ASSET,True,True
256,RDNTUSDT.6,6,RDNTUSDT,RDNT,USDT,,True,True,STABLE,BASE_ASSET,True,True
257,IOSTUSDT_PERP.A,A,IOSTUSDT,IOST,USDT,,True,True,STABLE,BASE_ASSET,True,True
258,THETAUSDT_PERP.A,A,THETAUSDT,THETA,USDT,,True,True,STABLE,BASE_ASSET,True,True
259,AUDIOUSDT_PERP.A,A,AUDIOUSDT,AUDIO,USDT,,True,True,STABLE,BASE_ASSET,True,True
260,DARUSDT.6,6,DARUSDT,DAR,USDT,,True,True,STABLE,BASE_ASSET,True,True
261,GFTUSDT.6,6,GFTUSDT,GFT,USDT,,True,True,STABLE,BASE_ASSET,True,True
262,SUSHIUSDT_PERP.A,A,SUSHIUSDT,SUSHI,USDT,,True,True,STABLE,BASE_ASSET,True,True
263,COMPUSDT_PERP.A,A,COMPUSDT,COMP,USDT,,True,True,STABLE,BASE_ASSET,True,True
264,RUNEUSDT_PERP.A,A,RUNEUSDT,RUNE,USDT,,True,True,STABLE,BASE_ASSET,True,True
265,TOMOUSDT_PERP.A,A,TOMOUSDT,TOMO,USDT,,True,True,STABLE,BASE_ASSET,True,True
266,EOSUSD.6,6,EOSUSD,EOS,USD,,True,True,COIN,QUOTE_ASSET,True,True
267,XRPUSD.6,6,XRPUSD,XRP,USD,,True,True,COIN,QUOTE_ASSET,True,True
268,DOTUSDT_PERP.A,A,DOTUSDT,DOT,USDT,,True,True,STABLE,BASE_ASSET,True,True
269,DOTUSD.6,6,DOTUSD,DOT,USD,,True,True,COIN,QUOTE_ASSET,True,True
270,XTZUSDT.6,6,XTZUSDT,XTZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
271,LTCUSDT.6,6,LTCUSDT,LTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
272,LINKUSDT.6,6,LINKUSDT,LINK,USDT,,True,True,STABLE,BASE_ASSET,True,True
273,FILUSDT_PERP.A,A,FILUSDT,FIL,USDT,,True,True,STABLE,BASE_ASSET,True,True
274,AAVEUSDT_PERP.A,A,AAVEUSDT,AAVE,USDT,,True,True,STABLE,BASE_ASSET,True,True
275,NEOUSDT.6,6,NEOUSDT,NEO,USDT,,True,True,STABLE,BASE_ASSET,True,True
276,UNFIUSDT_PERP.A,A,UNFIUSDT,UNFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
277,AVAXUSDT.6,6,AVAXUSDT,AVAX,USDT,,True,True,STABLE,BASE_ASSET,True,True
