,time,high,low,open,close,liquidate_long,liquidate_short,TradingVolume_usd,OpenInterest_long,OpenInterest_short,leverage_long,leverage_short,Less than 1.1X,1.1X - 5X,5X - 10X,10X - 15X,15X - 20X,20X - 25X,25X - 30X,30X - 35X,35X - 40X,40X - 45X,45X - 50X,More than 50X
4574,2023-01-24,23159.62,22485.0,22917.47,22637.8,708258.0,34560.0,17400898.0,34074147.72649218,39332782.86392431,94.76282051282051,70.66666666666667,0.0,20157.5,57586.444444444445,109396.27272727272,788933.75,24887.0,15745.0,82892.72727272728,27306.0,38720.0,41787.2,54388.18571428571
4575,2023-01-25,23801.04,22354.6,22637.8,23066.28,778760.0,167208.0,27817979.0,33972413.93835067,30055524.291254304,76.77777777777777,88.95270270270271,0.0,36431.0,27595.68181818182,162519.58823529413,14343.0,116511.25925925926,184901.08333333334,25859.0,85414.66666666667,59240.22222222222,28082.363636363636,49941.97810218978
4576,2023-01-26,23268.02,22870.4,23066.28,23009.15,202680.0,187320.0,11266945.0,36806847.19623883,33292876.904525664,81.10322580645162,82.40243902439025,0.0,40291.375,23630.384615384617,21922.0,33018.75,89576.08333333333,49708.0,104235.28571428571,223613.66666666666,37047.333333333336,141488.0,36833.19463087248
4577,2023-01-27,23485.53,22594.06,23009.15,23077.75,259700.0,29549.0,46394944.0,33384105.74063848,35235748.47738305,64.2579185520362,74.85384615384615,0.0,18120.88888888889,35285.846153846156,125809.33333333333,28090.833333333332,364575.2571428571,15679.5,108938.875,118039.66666666667,231018.5,115333.0,124716.64367816092
4578,2023-01-28,23181.57,22895.7,23077.75,23031.02,0.0,10465.0,3118202.0,34329684.23455559,30650908.06470433,72.66666666666667,75.06896551724138,0.0,0.0,18878.444444444445,33756.42857142857,77341.5,45416.4,109743.33333333333,0.0,0.0,205861.0,11520.0,23311.3
4579,2023-01-29,23948.42,22981.04,23031.02,23747.26,420648.0,19084.0,22686587.0,35293769.66334178,30380497.983220976,81.3954802259887,76.390625,0.0,140818.33333333334,174678.1,347762.86666666664,11918.25,265502.3461538461,19636.45,15698.444444444445,42261.77777777778,24012.333333333332,10192.0,33561.177083333336
4580,2023-01-30,23796.62,22577.01,23747.26,22833.34,68446.0,26400.0,14703857.0,35863247.915297665,29268873.524749946,79.70491803278688,86.56603773584905,0.0,50111.42857142857,64319.04761904762,26692.85714285714,14601.272727272728,46497.63636363636,20921.466666666667,115004.0,459032.0,82899.83333333333,13132.0,32283.042105263157
4581,2023-01-31,23271.14,22725.41,22833.34,23129.7,55200.0,0.0,11093677.0,35887900.76194987,34781831.81803988,79.79824561403508,59.983193277310924,0.0,173436.4,71404.4,49845.6,9878.75,15780.31111111111,36917.416666666664,8056.0,8394.8,10749.4,138296.0,61769.824
4582,2023-02-01,23799.9,22792.33,23129.7,23730.52,49800.0,103960.0,13039749.0,41154941.53777016,30920420.50778383,77.87769784172662,69.1078431372549,0.0,44431.9375,132149.6923076923,32212.944444444445,21462.0,57422.07692307692,106557.36363636363,13095.4,9432.666666666666,21588.88888888889,45297.666666666664,56067.10447761194
4583,2023-02-02,24229.18,23423.04,23730.52,23470.8,167850.0,68710.0,21226513.0,39155552.067480974,40709374.35792264,74.26815642458101,65.96969696969697,0.0,35922.0,12989.714285714286,19174.947368421053,281624.8333333333,124158.76190476191,46177.125,19258.0,519227.9166666667,32113.5,13755.333333333334,43798.62893081761
4584,2023-02-03,23709.93,23230.74,23470.8,23437.21,0.0,52800.0,12744710.0,37571935.0737849,38243201.83569018,63.20238095238095,83.18823529411765,0.0,45873.7,74394.63636363637,90978.75,116377.42857142857,10735.25,37603.25,53443.6,7430.666666666667,13458.0,9368.0,86639.17821782178
4585,2023-02-04,23582.26,23268.8,23437.21,23332.1,23040.0,0.0,2345030.0,37049260.979151815,29719136.69147396,77.90697674418605,58.80952380952381,0.0,9968.0,34456.8,15860.0,9730.0,8392.0,45998.0,11077.0,0.0,0.0,0.0,44044.15
4586,2023-02-05,23429.68,22796.98,23332.1,22940.79,46004.0,0.0,2684410.0,40226708.21762568,29208487.582008667,94.1978021978022,74.35483870967742,0.0,13275.6,54954.0,32259.6,68667.6,24561.14285714286,11220.0,42090.0,14391.666666666666,15480.0,8433.0,18333.083333333332
