,time,liquidate_long,liquidate_short,TradingVolume_usd,OpenInterest_long,OpenInterest_short,leverage_long,leverage_short,Less than 1.1X,1.1X - 5X,5X - 10X,10X - 15X,15X - 20X,20X - 25X,25X - 30X,30X - 35X,35X - 40X,40X - 45X,45X - 50X,More than 50X,high,low,open,close
18,2022-01-08,752659.0,223955.0,5816674,4356055.359079855,8885091.781063411,72.26829268292683,77.57142857142857,0.0,4503.333333333333,8441.175,46243.28571428572,6208.0,11348.833333333334,156624.5,15546.0,16697.333333333332,13248.0,26772.0,25857.745762711864,42306.77,40534.37,41543.79,41686.67
19,2022-01-09,256418.0,136010.0,6603436,3477311.48789493,8975743.537912,39.03883495145631,68.66355140186916,0.0,1046.1363636363637,4351.814814814815,10115.625,44219.0,6406.285714285715,7696.875,14295.0,18766.8,17246.0,8015.5,49151.52525252525,42800.66,41237.13,41686.67,41869.6
20,2022-01-10,1424331.0,155947.0,21561064,2828786.226091647,9308537.084861804,72.78731343283582,59.708333333333336,0.0,5569.659090909091,8862.8125,37329.620689655174,31913.91304347826,67563.15625,36515.75,55180.2,246732.16666666666,185978.18181818182,11178.0,62946.46448087432,42251.07,39667.6,41869.6,41832.59
21,2022-01-11,190794.0,263132.0,6263447,9889932.23278403,2218615.448969166,72.80246913580247,68.1,0.0,1456.0526315789473,7887.0,29309.291666666668,42881.77777777778,32112.0,175726.66666666666,38914.61538461538,1258.0,1360.0,0.0,16011.962264150943,43122.32,41279.45,41832.59,42743.03
22,2022-01-12,139568.0,101695.0,5133625,4246037.084068256,3758614.086765191,60.09375,66.86111111111111,0.0,7363.7962962962965,7753.666666666667,27540.545454545456,38334.625,8625.714285714286,7040.066666666667,62628.857142857145,29495.714285714286,53265.142857142855,11421.0,25004.278260869567,44293.83,42471.08,42743.03,43919.67
23,2022-01-13,96881.0,304477.0,3138712,7616761.288164077,3480713.261192124,66.00925925925925,74.0,0.0,4580.666666666667,21460.333333333332,48162.8125,72124.14285714286,3534.3333333333335,4616.111111111111,3920.4,19576.75,26380.0,0.0,6538.834951456311,44442.67,42334.75,43919.67,42575.61
24,2022-01-14,225808.0,104381.0,7097994,6450691.965207953,21282952.162629116,55.12359550561798,73.86764705882354,0.0,11447.222222222223,22642.444444444445,82822.30769230769,316517.5,52354.769230769234,9404.125,2170.0,17150.0,1462.0,1342132.0,14902.297297297297,43467.05,41785.44,42575.61,43089.83
25,2022-01-15,148715.0,44082.0,4460392,4937985.65297663,19766079.72456505,71.63095238095238,81.54545454545455,0.0,26107.727272727272,24234.53846153846,90385.22222222222,177856.0,194456.25,9360.5,0.0,6510.0,39040.0,0.0,11653.67,43811.94,42589.82,43089.83,43088.74
26,2022-01-16,61800.0,253499.0,1043483,5634765.96996124,25457002.556617044,78.05882352941177,57.46511627906977,0.0,8011.538461538462,19533.19230769231,29215.2,1020.0,2166.75,0.0,0.0,0.0,1360.0,0.0,7204.901960784314,43484.21,42617.07,43088.74,43100.36
27,2022-01-17,104305.0,66960.0,6838620,7675568.087889394,12383005.32426419,104.14197530864197,77.79411764705883,0.0,9855.90909090909,18832.15,16888.72,89245.28571428571,3794.0,4239.2,1054.0,11159.25,2046.0,1530.0,28767.016304347828,43198.05,41571.67,43100.36,42224.38
28,2022-01-18,15645.0,49766.0,11537492,3729340.539956036,2210144.70569849,79.3298969072165,69.96428571428571,0.0,532.5,27724.714285714286,75994.26315789473,178012.8,1693.8461538461538,12875.0,1617.0,1190.0,567700.4,0.0,39235.54,42682.77,41301.01,42224.38,42372.75
29,2022-01-19,394234.0,57998.0,11697340,4264249.835960552,13211094.721571816,72.90243902439025,52.83098591549296,0.0,270.0,35187.17647058824,48654.769230769234,87075.0,40711.5,5005.428571428572,1020.0,7098.0,6136.0,33271.0,119686.98666666666,42575.28,41144.83,42372.75,41674.8
30,2022-01-20,3397713.0,74541.0,19800218,4740448.923984929,1385935.2885946091,73.48299319727892,70.25842696629213,0.0,13895.75,23284.944444444445,43425.90476190476,9053.363636363636,56995.42857142857,2028.8,295954.25,1261505.0,757452.0,11161.333333333334,75634.48,43513.14,40564.32,41674.8,40697.03
31,2022-01-21,695233.0,9477.0,9689844,1958770.112027754,1231220.987787917,59.256521739130434,65.14772727272727,0.0,2691.71875,6322.3050847457625,24437.08823529412,103023.0,25803.777777777777,28750.4,2199.2,48689.42857142857,182501.0,3408.0,26389.24183006536,41116.66,35494.42,40697.03,36469.3
32,2022-01-22,25584.0,0.0,9972386,2953254.667474678,1697146.742175229,34.43103448275862,83.11111111111111,0.0,3928.75,5258.238095238095,10544.083333333334,14865.0,297233.8,123516.8,30640.5,0.0,94276.66666666667,45684.0,152119.4347826087,36811.86,34130.35,36469.3,35075.92
33,2022-01-23,370584.0,1084630.0,8999674,2667583.4271011646,2927647.66079388,84.26923076923077,77.74324324324324,0.0,7423.0,6475.166666666667,140513.2,339050.0,28671.5,40881.0,31020.0,0.0,73910.0,46039.0,60606.956043956045,36539.19,34648.38,35075.92,36288.15
34,2022-01-24,28623.0,588761.0,9518570,2826053.3291876777,3028610.92738543,44.482142857142854,60.038709677419355,0.0,3445.1388888888887,18257.043478260868,81963.0,81477.8,9061.5,7287.125,9750.0,9907.4,54549.0,9506.0,26453.885964912282,37469.19,32990.72,36288.15,36702.79
35,2022-01-25,230505.0,38658.0,6806806,2277598.2018307634,2655793.0498814173,49.1505376344086,35.035714285714285,0.0,9294.0,10091.714285714286,112302.34615384616,257453.25,19474.071428571428,2401.777777777778,20340.0,21419.5,23420.0,0.0,31373.814814814814,37555.35,35732.05,36702.79,36975.99
36,2022-01-26,503942.0,157162.0,16327841,3037429.1424557064,1382976.3730013615,89.40566037735849,53.6551724137931,0.0,17996.125,16755.745098039217,55146.40740740741,13999.285714285714,11496.851851851852,5758.242424242424,24540.0,3430.0,5383.6,18587.2,60317.73953488372,38930.36,36275.92,36975.99,36829.37
37,2022-01-27,313916.0,260050.0,11696970,4581776.017758254,1500930.8106145335,77.81927710843374,37.202185792349724,0.0,28069.255319148935,36282.425287356324,38428.51282051282,19746.333333333332,16826.133333333335,3266.8333333333335,10588.4,3783.0,22891.384615384617,6850.666666666667,42835.11111111111,37242.79,35543.94,36829.37,37189.85
38,2022-01-28,982412.0,654685.0,7937656,2929125.554857673,5034933.648542498,40.57936507936508,19.46031746031746,0.0,30737.795698924732,35991.58646616541,20331.058823529413,6345.833333333333,7482.857142857143,2460.714285714286,33677.07692307692,7554.6,39040.0,0.0,47248.829268292684,38021.06,36176.78,37189.85,37744.7
39,2022-01-29,47820.0,335153.0,4452765,4798645.112172174,3964509.166991825,51.274193548387096,31.208092485549134,0.0,4802.386363636364,6116.375796178344,9015.666666666666,18597.85714285714,5195.0,15686.29411764706,5425.066666666667,3885.6666666666665,7331.461538461538,21652.0,23325.980952380953,38728.29,37343.45,37744.7,38184.86
40,2022-01-30,65336.0,169058.0,3056211,2028345.5398480687,5897333.629187738,46.74820143884892,43.22047244094488,0.0,5180.909090909091,10159.716666666667,11282.42857142857,2181.7413793103447,148665.0,30397.666666666668,88770.0,4795.5,3920.0,6674.0,6942.521367521367,38364.51,37377.53,38184.86,37908.44
41,2022-01-31,33044.0,356424.0,12754310,4284819.233152311,5728190.254287552,63.10050251256281,57.045662100456624,0.0,42537.83018867925,36532.893939393936,7483.666666666667,9957.272727272728,142816.0,3087.3636363636365,124599.6,44997.666666666664,476363.625,65700.0,12169.886446886447,38769.81,36660.7,37908.44,38494.66
42,2022-02-01,45600.0,758735.0,14449303,6639755.510086858,4144996.61655281,76.10752688172043,72.37387387387388,0.0,18149.166666666668,23112.23404255319,164001.6,56267.333333333336,14509.555555555555,2564.8571428571427,165200.42857142858,1504.6,1509.5,65700.0,33345.55471698113,39281.06,38033.98,38494.66,38721.49
43,2022-02-02,50641.0,362700.0,7414311,1992631.094537777,6847268.211907872,71.42405063291139,46.373056994818654,0.0,29061.197183098593,27884.81333333333,87264.7741935484,3967.5,27822.133333333335,8074.55,2703.5,2093.0,1362.060606060606,4002.0,12410.374193548387,38883.19,36650.8,38721.49,36918.19
44,2022-02-03,1245.0,363394.0,10061521,2091900.0436104364,3208279.032441038,52.61832061068702,57.040723981900456,0.0,34689.142857142855,30939.853658536584,16906.666666666668,3260.0,4592.2,54395.260869565216,13287.870967741936,1241.6190476190477,4392.25,3074.0,37426.61081081081,37411.52,36270.47,36918.19,37328.64
45,2022-02-04,34407.0,5600050.0,29721407,1692132.6929114354,5723471.672713497,61.25735294117647,48.61,0.0,49013.64864864865,41334.897959183676,58782.666666666664,8045.0,44096.0,5625.8,108848.27586206897,2195.0,608826.2222222222,27048.333333333332,46508.09497206704,41737.83,37060.18,37328.64,41590.34
46,2022-02-05,157247.0,255313.0,9628441,935673.9737021356,2806482.5732985577,62.51,41.4140625,0.0,1844.3103448275863,8055.372093023256,21641.4375,12103.157894736842,35064.07692307692,3853.222222222222,6956.0,5528.0,4597.0,1530.0,81861.15789473684,41954.24,40963.47,41590.34,41418.21
47,2022-02-06,2224338.0,250892.0,30311988,6172612.070206382,3028491.4357337304,59.58673469387755,71.86702127659575,0.0,3130.2,4775.740740740741,17381.46153846154,32471.214285714286,10132.588235294117,2044.6666666666667,412858.2,7243.3,978577.7333333333,12392.142857142857,55963.668224299065,42671.81,41152.05,41418.21,42412.41
48,2022-02-07,2239276.0,671536.0,33754605,2888858.656082777,4964128.376982302,67.2056338028169,57.55458515283843,0.0,5333.652173913043,6298.443548387097,49408.40677966102,10927.612903225807,20257.263157894737,4142.818181818182,259372.625,7033.0,214165.66666666666,4752.333333333333,79999.12377850163,44518.11,41689.77,42412.41,43861.07
49,2022-02-08,1569720.0,363487.0,15726321,1580429.0383884865,4778350.078668687,70.83219178082192,57.25118483412322,0.0,4566.0952380952385,11462.140625,27409.61111111111,7711.04347826087,44124.82352941176,3563.4,47736.375,110603.80952380953,3570.0,2070.0,37876.482213438736,45483.65,42704.39,43861.07,44080.12
50,2022-02-09,211228.0,216895.0,23316058,5863654.098551531,3517050.4094304577,54.07266435986159,58.17910447761194,0.0,2297.169811320755,7362.868421052632,30657.819672131147,28723.0,87358.5,2405.0,89692.42857142857,109739.81818181818,1546.6666666666667,2555.3333333333335,90235.18333333333,44849.9,43167.21,44080.12,44422.91
51,2022-02-10,833778.0,1169620.0,27373805,1840250.46958182,1929883.8219196652,77.59649122807018,57.36328125,0.0,16167.357142857143,22700.508333333335,42193.84375,40017.7,47437.17857142857,22263.136363636364,15176.615384615385,2008.25,385936.0,2767.0,33295.1800486618,45837.02,43254.41,44422.91,43531.67
52,2022-02-11,1165980.0,60444.0,18932744,1434371.3780767117,2395230.9943005163,72.56182795698925,69.25615763546799,0.0,4370.25641025641,17925.397260273974,42649.25,30078.0,43991.10256410256,18081.81818181818,29923.333333333332,10755.75,2900.0,1598.0,37834.752411575566,43950.88,42010.61,43531.67,42398.98
53,2022-02-12,564294.0,60986.0,11738866,3943570.355584033,1969642.1491859115,52.293617021276596,75.38167938931298,0.0,2011.338028169014,2925.1190476190477,9704.0,8591.0,119479.72222222222,3819.8888888888887,9560.0,5424.0,447620.5,0.0,28956.435028248587,43041.72,41775.79,42398.98,42239.01
54,2022-02-13,298370.0,230992.0,9878421,1428101.2728377292,5484465.30693953,37.42460317460318,57.912,0.0,781.6666666666666,2016.6683168316831,17182.153846153848,6810.8,2346.0,12152.0,7613.333333333333,2028.0,399238.0,310198.0,24231.507692307692,42773.35,41900.31,42239.01,42069.84
55,2022-02-14,1460380.0,404102.0,16391610,1926800.628981646,2946958.61837438,65.20111731843575,64.43537414965986,0.0,1157.7450980392157,8906.450704225352,27191.615384615383,4303.75,21267.625,90567.16666666667,41767.5,693175.0,3880.0,261559.81818181818,53724.60479041916,42857.15,41581.41,42069.84,42552.28
56,2022-02-15,192287.0,447899.0,16760657,9152642.76040502,1492885.5499745165,43.541666666666664,31.985507246376812,0.0,2714.1417910447763,3159.3169014084506,18415.2,40831.375,14022.47619047619,850.0,11515.2,7435.5,6197.333333333333,2733136.0,117113.62037037036,44771.91,42452.02,42552.28,44576.33
57,2022-02-16,13050.0,39863.0,28061878,10653828.814046714,1658180.149239112,122.90688259109312,74.23595505617978,0.0,11855.0,10341.15625,5461.777777777777,543.75,1500.0,9575.0,2970.0,1968.909090909091,1959071.3333333333,401653.71428571426,50606.96899224806,44583.03,43361.09,44576.33,43896.34
58,2022-02-17,310933.0,18785.0,27494525,3620165.163625054,2163212.339823946,101.02888888888889,102.328,0.0,16826.875,11900.823529411764,10840.206896551725,67457.3,46406.75,24445.666666666668,12083.083333333334,2455.0,5756.888888888889,3933.0,57524.31753554502,44187.88,40104.04,43896.34,40545.09
59,2022-02-18,28954.0,40550.0,4721154,3275042.3846847387,2779609.2201423906,97.03086419753086,94.35338345864662,0.0,18257.14285714286,15509.59090909091,14349.90909090909,21457.090909090908,59677.82352941176,1718.5,1777.5555555555557,3682.25,8456.166666666666,13770.0,13663.468899521531,40980.65,39496.7,40545.09,39994.66
60,2022-02-19,6750.0,2030.0,2623782,2620219.5603933022,2122301.5019222936,100.61458333333333,85.39285714285714,0.0,16681.428571428572,12459.076923076924,26641.0,80785.66666666667,3476.6666666666665,2762.5,9300.0,2722.0,1974.0,0.0,17217.303571428572,40464.62,39664.71,39994.66,40107.12
61,2022-02-20,291136.0,12530.0,4474770,1926472.5113555165,2469029.867883255,100.25853658536586,92.68571428571428,0.0,16429.444444444445,14648.391304347826,14609.5,96682.66666666667,58019.94117647059,11050.0,11116.0,3726.0,10613.666666666666,0.0,9325.88340807175,40142.98,38019.97,40107.12,38397.25
62,2022-02-21,144922.0,50485.0,15941288,1234667.3247854705,1823007.1983378185,88.66359447004608,72.89763779527559,0.0,33870.454545454544,22768.36842105263,10650.870967741936,50936.5,54135.47826086957,349708.1666666667,257250.7619047619,109879.33333333333,11786.0,0.0,12248.99061032864,39495.33,36862.52,38397.25,37037.39
63,2022-02-22,107238.0,1173671.0,7411467,2157394.529718124,3744254.7862652326,85.28057553956835,57.16352201257862,0.0,8837.272727272728,8289.772727272728,10124.869565217392,25298.214285714286,53100.4375,7918.8,68867.5,61957.42857142857,75492.11764705883,2713.6666666666665,14855.640522875818,38458.26,36371.68,37037.39,38267.75
64,2022-02-23,118881.0,327294.0,7325088,1983886.6040785448,5408325.869815141,101.98564593301435,75.98561151079137,0.0,16981.38888888889,15461.25,46207.833333333336,8303.941176470587,32607.785714285714,14766.708333333334,54570.0,74791.11111111111,3678.5,2667.0,16308.24886877828,39260.51,37083.83,38267.75,37270.85
65,2022-02-24,151303.0,61690.0,8844921,1272434.694688377,2453377.8313135724,120.2128712871287,68.34574468085107,0.0,16090.9375,16236.24,42735.80952380953,34751.6,23068.48,67302.31034482758,7188.75,25055.5,6525.5,4185.0,9121.834080717488,39182.44,34349.58,37270.85,38353.62
66,2022-02-25,30300.0,220426.0,5204802,1290460.5118343066,1495073.444228882,132.87695749440715,75.56020942408377,0.0,11265.0,9227.333333333334,22245.172413793105,6391.5,12231.478260869566,9042.0,7480.8421052631575,5111.0,24967.5,131355.0,6081.664077669903,39710.26,38043.51,38353.62,39239.77
67,2022-02-26,35126.0,178040.0,3449990,1065308.3013838732,2036196.1990056543,116.66346153846153,79.13924050632912,0.0,9970.0,4646.0,1741.2,1715.1818181818182,20064.0,10055.333333333334,14590.666666666666,1482.0,69324.25,38149.333333333336,19438.714285714286,40228.13,38605.65,39239.77,39134.83
68,2022-02-27,287400.0,2321202.0,9558535,1438657.0046675887,2262762.8590946584,114.90243902439025,63.66379310344828,0.0,22685.0,16999.18181818182,15413.25,1885.2941176470588,5356.5,4659.428571428572,21137.428571428572,47579.0,100744.71428571429,71792.45454545454,30249.720833333333,39861.91,37039.71,39134.83,37714.96
69,2022-02-28,306881.0,1105990.0,16316682,2193563.406850802,1352812.0254300432,108.08597285067873,65.40104166666667,0.0,9569.09090909091,15907.545454545454,21712.117647058825,12925.368421052632,53637.0,5832.142857142857,6067.333333333333,111851.0,168366.0,21285.0,36718.52,43953.92,37473.3,37714.96,43189.46
70,2022-03-01,811331.0,10210.0,4888100,1851575.2440465272,1639617.522822067,98.28654970760233,61.415841584158414,0.0,13568.888888888889,15630.875,5362.25,4719.0,11200.0,19690.0,8880.0,23857.5,20056.571428571428,9225.0,19854.73267326733,44883.1,42893.5,43189.46,44428.47
71,2022-03-02,172974.0,2682.0,3004331,2004472.444207124,1851674.0261886176,121.45136186770428,81.5045871559633,0.0,7613.333333333333,8884.714285714286,3333.222222222222,3343.75,10910.0,10051.666666666666,19431.0,3430.0,9760.0,17685.0,7936.433447098976,45069.78,43387.92,44428.47,43935.37
72,2022-03-03,586601.0,64060.0,4480572,2581772.3194857426,5616434.673369432,108.92181069958848,86.97345132743362,0.0,15776.785714285714,15547.625,2695.5454545454545,6616.363636363636,7726.470588235294,17938.0,2595.0,3430.0,5365.333333333333,1485.0,13699.875,44079.17,41852.46,43935.37,42474.37
73,2022-03-04,672961.0,44030.0,6146102,3853445.85620481,4773272.71489599,91.853125,89.1360544217687,0.0,28697.333333333332,25939.052631578947,3470.344827586207,2036.25,32441.764705882353,6873.25,12348.066666666668,6860.0,25436.0,0.0,11834.951219512195,42520.95,38621.24,42474.37,39154.4
74,2022-03-05,179229.0,63230.0,2843610,4567166.0857882975,12198262.974342188,61.13392857142857,80.70588235294117,0.0,8225.0,13081.0,14822.142857142857,3110.181818181818,14830.7,7132.5,4690.222222222223,17080.0,1560.0,0.0,23508.34831460674,39596.42,38652.98,39154.4,39407.02
75,2022-03-06,208789.0,47130.0,2704616,1968530.2891969257,14798353.81504285,93.51533742331289,64.58823529411765,0.0,1660.0,12679.4,7861.363636363636,25479.714285714286,12616.666666666666,7432.846153846154,14993.875,6749.333333333333,16587.5,6960.0,10357.487804878048,39686.74,38133.84,39407.02,38428.92
76,2022-03-07,117438.0,59236.0,15556242,2547794.7884940365,3647362.989227964,72.23451327433628,73.17714285714285,0.0,56452.083333333336,37497.291666666664,14415.0,18255.4,11692.736842105263,8076.727272727273,3534.4444444444443,12060.875,13852.285714285714,46356.57142857143,50910.3162055336,39536.14,37191.99,38428.92,38030.63
77,2022-03-08,128966.0,80960.0,3940701,3770587.856307813,3876006.501576666,87.7457627118644,74.11009174311927,0.0,7370.0,18569.8,17738.1935483871,3900.0,12472.8,4308.333333333333,4590.666666666667,2730.0,33489.57142857143,44112.0,17909.444444444445,39361.33,37905.43,38030.63,38748.52
78,2022-03-09,666390.0,117450.0,7880780,6681579.0577846095,3900371.201794999,89.67605633802818,63.674418604651166,0.0,12232.857142857143,18948.615384615383,15756.433333333332,23070.0,8312.666666666666,23701.333333333332,2803.6363636363635,24406.0,18187.5,2902.5,37844.40119760479,42557.95,38685.96,38748.52,41962.85
79,2022-03-10,88286.0,184720.0,4086633,7051378.667381418,3641073.213406863,80.18543046357615,71.22123893805309,0.0,20634.64285714286,24154.8,7449.117647058823,4513.714285714285,8325.058823529413,11104.125,4528.2,3430.0,7032.0,0.0,17492.03910614525,42043.56,38853.45,41962.85,39443.42
80,2022-03-11,58660.0,47920.0,2575986,3685860.561305975,5211873.6018052455,94.92261904761905,94.90697674418605,0.0,13086.42857142857,16627.909090909092,13463.09677419355,2552.0,18655.285714285714,0.0,40952.25,2010.0,3915.3333333333335,0.0,6590.798206278027,40221.93,38261.24,39443.42,38741.03
81,2022-03-12,10605.0,2700.0,1806799,4084420.2513344544,4860186.650840038,101.55454545454545,96.59615384615384,0.0,0.0,17706.666666666668,6437.4,26017.5,8175.0,10557.25,3930.0,3430.0,20268.0,1494.5,11661.00826446281,39414.02,38696.52,38741.03,38805.53
82,2022-03-13,802860.0,324150.0,9641345,5522672.499740866,3718754.503925493,93.30718954248366,81.92307692307692,0.0,11480.0,21355.3,6849.333333333333,12075.833333333334,6909.866666666667,20160.8,3908.222222222222,7840.0,39040.0,0.0,58556.30921052631,39254.88,37633.11,38805.53,37796.31
83,2022-03-14,231020.0,15820.0,6332123,9142817.238072034,5831336.670460757,102.23780487804878,91.72277227722772,0.0,24095.0,27060.0,3092.4615384615386,5049.0,3900.0,14193.222222222223,9406.4,10019.0,8820.0,0.0,27723.655339805824,39802.89,37566.52,37796.31,39696.28
84,2022-03-15,180277.0,72515.0,6413344,16839693.241230223,6933238.636874868,64.31,68.01694915254237,0.0,48570.0,32974.1,19583.666666666668,3861.0,4516.666666666667,1883.3333333333333,9472.375,249760.0,0.0,0.0,33102.82795698925,39863.78,38259.88,39696.28,39314.86
85,2022-03-16,1062166.0,117310.0,37784018,4249826.7087400425,7445976.244331691,89.64750957854406,67.5,0.0,19849.0,30272.714285714286,11798.0,3733.6153846153848,20049.842105263157,10111.235294117647,7214.935483870968,1557.5,2740.0,6570.0,110101.11076923077,41638.54,38933.24,39314.86,41133.64
86,2022-03-17,93640.0,58430.0,86185979,4841759.111378324,7871980.90147402,98.27522935779817,76.6875,0.0,6430.714285714285,7041.0,30855.0,4243.666666666667,2943.3333333333335,66995.30769230769,27412.5,7717.5,30624.0,0.0,722698.1965811966,41441.08,40581.36,41133.64,40956.79
87,2022-03-18,10200.0,10658854.0,67128553,5926336.794223512,25310956.30749513,79.2967032967033,70.36046511627907,0.0,47376.666666666664,24616.7,39291.8,11955.0,30954.0,66772.58333333333,72519.0,11306.4,37869.75,0.0,590712.4403669725,42250.94,40230.1,40956.79,41790.97
88,2022-03-19,17460.0,32710290.0,52243098,4243543.45101832,23954669.251009084,118.06410256410257,72.88235294117646,0.0,15557.5,14142.666666666666,6082.181818181818,9255.0,741855.0,205313.5,0.0,0.0,1451.0,0.0,575061.5476190476,42367.55,41549.61,41790.97,42235.02
89,2022-03-20,17460.0,1501540.0,82727676,6390448.327284925,8462864.37618532,113.57627118644068,90.33333333333333,0.0,174970.0,93739.0,9746.8,1650.0,50655.0,738800.0,13360.25,0.0,6388.666666666667,2790.0,633154.1171875,42297.3,40979.25,42235.02,41243.16
90,2022-03-21,113256.0,24450.0,34737957,8688001.621669747,7100077.952660542,93.54700854700855,92.62337662337663,0.0,26420.0,26420.0,4632.666666666667,3023.75,18220.428571428572,25852.666666666668,2856.0,26445.0,12244.833333333334,14505.333333333334,216961.49367088606,41510.03,40555.57,41243.16,41043.9
