,time,OpenInterest_long,OpenInterest_short,TradingVolume_usd,liquidate_short,liquidate_long,high,low,open,close
15,2021-12-12,642702.323345786,1241529.6977485348,5110646.108275817,0.0,0.0,50807.75,48689.25,49398.4,50109.99
16,2021-12-13,1050127.3620744715,761570.1849462476,12509605.043879604,2831.360995918737,0.0,50215.42,45800.52,50109.99,46731.03
17,2021-12-14,1122241.8680681265,704163.9621433379,10196370.883806383,0.0,0.0,48665.63,46320.4,46731.03,48387.69
18,2021-12-15,1053283.2061541076,998126.9258556459,12435247.662104324,0.0,0.0,49499.91,46562.1,48387.69,48885.05
19,2021-12-16,1538207.1951284208,767086.2495622896,7284027.063107451,0.0,0.0,49451.4,47546.15,48885.05,47635.92
20,2021-12-17,1465815.4342557183,1351593.3671772354,9585287.1382531,2831.4498962257926,0.0,48004.37,45505.02,47635.92,46164.14
21,2021-12-18,1404076.4323137482,1362299.6075569768,3004667.578425783,0.0,0.0,47356.67,45522.92,46164.14,46861.62
22,2021-12-19,1598171.3622508259,1399642.559189542,6583350.790562744,0.0,0.0,48286.29,46459.66,46861.62,46697.13
23,2021-12-20,1628438.5646606567,1722457.001017786,6655108.138519992,0.0,0.0,47495.72,45586.49,46697.13,46913.54
24,2021-12-21,1396787.0238914355,1576223.7962363178,6616068.321585967,0.0,0.0,49334.04,46661.88,46913.54,48917.48
25,2021-12-22,1562139.1503187385,1005648.9045226851,2815568.943693544,0.0,0.0,49581.41,48460.43,48917.48,48614.97
26,2021-12-23,1170015.2611993935,1493949.8626901428,2843976.7746548355,0.0,514.8401876360113,51382.88,48062.25,48614.97,50830.2
27,2021-12-24,1257325.7206109662,1628733.9188681303,2461493.691985559,0.0,105.83438928371328,51863.56,50449.36,50830.2,50840.36
28,2021-12-25,1196206.3571751667,1400356.3595913923,1382507.2125389867,0.0,0.0,51158.56,50199.56,50840.36,50431.63
29,2021-12-26,1133469.4337410622,1495262.8658082192,2215428.8346200907,0.0,0.0,51283.7,49485.62,50431.63,50790.88
