time,open,close,low,high,TradingVolume_binance,liquidate_long_binance,liquidate_short_binance,OpenInterest_long_binance,OpenInterest_short_binance,TradingVolume_bybit,liquidate_long_bybit,liquidate_short_bybit,OpenInterest_long_bybit,OpenInterest_short_bybit,TradingVolume_GMX,liquidate_long_GMX,liquidate_short_GMX,OpenInterest_long_GMX,OpenInterest_short_GMX,TradingVolume_perp,liquidate_long_perp,liquidate_short_perp,OpenInterest_long_perp,OpenInterest_short_perp,TradingVolume_GNS,liquidate_long_GNS,liquidate_short_GNS,OpenInterest_long_GNS,OpenInterest_short_GNS
2020-11-01,13024.21,13752.86,12729.0,14140.0,2408092.457997147,94380234.68285994,94375811.94725981,679319714.1165601,679319714.1165601,97155.68703271478,9296052.5695,13542440.449000001,89916640.0,89916640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,13752.87,15473.2,13195.0,15984.2,3152348.2419969086,165763298.48669994,185194314.09206054,640603539.3808,640603539.3808,150191.53603271607,19324736.884999998,19108070.90699998,57905144.82,57905144.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-15,15473.2,15952.27,14822.0,16479.99,2303933.778996554,87164826.81601964,66873026.89096974,671712059.48832,671712059.48832,135199.54399091142,7728719.049000002,4760998.406500001,99651044.285,99651044.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,15951.93,18435.2,15862.0,18986.0,3122608.1109951735,190364450.25436103,193018931.65142018,773658368.9184,773658368.9184,221218.9050007924,37545641.194499984,16868293.66,278876162.016,278876162.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,18434.17,18181.09,16181.0,19554.19,3042026.106999797,456930716.15762544,135405362.4554498,649689669.7956699,649689669.7956699,202214.2640230573,49081624.63899995,13154051.9085,108112003.678,108112003.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-06,18180.43,19375.02,18050.0,19956.0,2253295.1569970716,232201690.52308133,170222989.6957602,776489382.7866,776489382.7866,155196.17602707006,30955298.894500002,16135062.850999994,138041855.032,138041855.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-13,19375.0,19175.07,17555.0,19446.36,1791784.4519970939,189610429.91398016,156143004.25720984,758569987.7154,758569987.7154,113649.43885401996,16074120.251,13321713.806999998,168156554.466,168156554.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,19175.06,23472.96,19004.72,24376.0,2678835.3010024163,273440580.565242,515540409.50839865,921817480.14048,921817480.14048,189807.89409349576,22915772.133999996,35846300.89399999,230086112.74,230086112.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-27,23472.95,26305.64,21920.0,28459.84,2611287.852995382,369269643.8471038,339195262.7694906,858836583.47448,858836583.47448,199920.39299289644,50612265.038999975,43535576.724499986,258034478.715,258034478.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,26301.76,33054.53,25913.01,34832.25,2460453.8739967206,362552810.9280698,387979217.426726,1134603320.10147,1134603320.10147,205889.04797336704,59681264.20749998,56180890.38299998,238338378.166,238338378.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10,33053.93,38221.67,27800.0,42125.51,3118952.5749901375,891404516.3846539,432300330.63919675,1173722088.42263,1173722088.42263,279009.25290469563,157617660.8384999,109458275.65849993,197552354.37,197552354.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-17,38200.01,35869.83,30448.0,40189.39,3132476.8879980817,850871321.7391415,474965351.5064806,958476794.81442,958476794.81442,275978.87902577507,75216562.45649993,59507852.54449999,183043727.083,183043727.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
