time,leverage_long_GMX,leverage_short_GMX,less_than_1X_GMX,1X_5X_GMX,5X_10X_GMX,10X_15X_GMX,15X_20X_GMX,20X_25X_GMX,25X_30X_GMX,30X_35X_GMX,35X_40X_GMX,40X_45X_GMX,45X_50X_GMX,more_than_50X_GMX,leverage_long_GNS,leverage_short_GNS,less_than_1X_GNS,1X_5X_GNS,5X_10X_GNS,10X_15X_GNS,15X_20X_GNS,20X_25X_GNS,25X_30X_GNS,30X_35X_GNS,35X_40X_GNS,40X_45X_GNS,45X_50X_GNS,more_than_50X_GNS
2021-11-21,12.718011712320854,14.752941865691396,35527.2967600619,1640663.4743399245,5546114.972810334,4350176.388116287,3975012.1635195706,4650190.356567804,7673797.559282902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-28,19.537209193916073,19.90138863673085,1872.3648279001995,1620900.408274157,2129801.213375464,5767212.292766808,5896623.129445482,7696615.246523038,43540288.129492804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05,12.67296072472284,12.270213565639281,5225.60653216,3252983.013659121,14719734.425802976,8110687.516849675,3553573.7956020907,5271356.262595642,21318490.209102362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-12,14.300065268240617,10.477853678797109,150246.13063489168,3185065.928787896,5105677.216602419,7233449.112587044,8369477.28733769,1793568.0013800901,11268575.302185692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-19,16.852053088134294,17.097088112360474,22045.507743237,1432771.4113679514,5321512.793118655,7699000.906349486,8714998.660766108,8409936.668777246,31968269.206321992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,16.12218001281065,22.79294220655029,21932.3303320366,831088.3846878251,3030224.885190719,2093071.1111279272,7826003.580538829,17302857.37831138,46756190.06761083,0.0,0.0,0.0,0.0,0.0,68.5438708295329,77.37496790845252,0.0,47048.3175030563,42929.704545454544,145624.15922498555,48920.71282051283,17993.71282051282,224871.35555555552,16374.928571428572,143362.11904761905,41555.380952380954,37845.0,164938.2051035761
2022-01-02,11.124112436682028,22.47343189122964,16457.1271149384,4923917.190119159,6751506.308285795,2664301.7744051972,5371709.750458953,6230002.838958413,54357836.87487316,0.0,0.0,0.0,0.0,0.0,61.00484108834289,68.6105901607518,0.0,16484.97313103563,48027.3218981779,53627.710918710916,131132.4055944056,184357.32442067738,473069.7238095238,332992.96153846156,475129.7,1396614.6,10278.0,552700.6113199354
2022-01-09,13.112777732083481,15.988172090847558,43864.759438767,3151790.6515142815,6321262.5376293305,20999795.108506106,9373327.389927264,20795226.383277148,26079080.659341224,886323.30546816,0.0,0.0,0.0,0.0,47.06214502545572,55.049832806464195,0.0,20380.871212121212,31952.42635412092,205637.39842472342,275281.65,321741.6785714286,937917.25,186786.57142857142,225664.99047619046,234230.0,257002.5,677048.8202752576
2022-01-16,18.253026015976914,22.665231759663754,43831.834280497,1220043.2575441862,4918483.607998925,2257717.8771904316,7598612.329671787,27627785.224478316,43219005.47958223,0.0,0.0,0.0,0.0,0.0,68.07230903483995,68.79252318968462,0.0,64536.66264193896,112373.98771367522,344765.0002253972,680647.9586783989,360812.9730998168,242663.21944444443,162814.0725274725,320722.6309523809,308845.3246753247,1364731.0,144262.40921543274
2022-01-23,17.12741279176429,14.696879645513102,14257.3453416,3539037.7881957097,1004382.6777073755,940163.0797550655,9603436.945046527,3333146.0717397756,17550494.58206692,14856.5816365,0.0,0.0,0.0,0.0,72.54487020409249,70.9785568386016,0.0,38597.62784090909,123084.69504739749,360458.0287191962,820324.4493506493,454903.8525030525,217296.6285714286,363504.95,1329641.6785714286,1684022.0666666667,141093.33333333334,502439.6556276446
2022-01-30,14.521610431300818,12.642329180361449,328534.79026650504,3214662.7393296557,5906548.805254729,5349420.403129944,3994556.153418387,1917815.950833093,14250304.233692063,0.0,0.0,0.0,0.0,0.0,57.06562543484925,39.974380650869705,0.0,99525.610361508,133654.60707838112,328469.420443391,399802.10090311983,218201.41375661374,67258.65360538155,193090.5435897436,54775.66666666667,156535.44615384616,63269.86666666667,238497.88301391693
2022-02-06,9.694959966881916,12.665744831651551,2192.085476728408,3559993.7372929207,6135379.846267113,14613741.115082182,4982042.282256114,1999973.330824654,3550344.8810469024,0.0,0.0,0.0,0.0,0.0,63.80064118184795,56.38920010394934,0.0,178425.4958890636,172635.80576676474,373462.2732320099,126071.4782410572,279032.5540472599,79645.72053767489,834453.8754012395,64803.185714285704,2075628.391161616,179446.47619047618,279685.34725932975
2022-02-13,11.548705674676684,13.121002158429942,15522.43867107,4786931.733832207,8349178.430391684,3428744.9685885357,1675528.201029677,8162480.956826759,9738632.734071622,0.0,0.0,0.0,0.0,0.0,61.71243276063423,61.842570391336366,0.0,35527.53547127827,70691.14555249776,219205.0851590571,132859.15638148668,364994.59004505986,66428.06161616162,459074.7106227106,247592.6277056277,1454976.8333333333,323940.6666666667,332428.66450606735
2022-02-20,20.057911388915873,11.675920787228096,2288.0418134367,822944.8463404882,1889516.3961592258,622848.6756912444,899396.9767008808,420526.0296137281,14056018.544555387,0.0,0.0,0.0,0.0,0.0,90.08321994018777,77.91668447706206,0.0,83921.77776209987,76924.80652156123,117509.20914985397,312061.59924242424,204371.2825630252,140968.83333333334,90529.33888888889,715164.6590909091,1995949.3888888888,3414052.532467533,319176.16756760445
2022-02-27,17.532500900184107,6.25050838688827,643.6977376947999,75457961.72962892,6355269.124033758,7998841.596303752,5248006.533636069,17432518.257076032,46803741.366005704,0.0,0.0,0.0,0.0,0.0,108.65507789814521,70.39367986190825,0.0,119700.05366161617,93628.1462998405,149119.0058038953,129282.23139801374,200564.15973602486,463452.7472495895,431085.9492481203,325855.373015873,292518.5819327731,250862.45454545453,108304.81327941775
2022-03-06,14.32349870727386,4.704022578392027,0.0,140405896.3229664,22298717.599936888,3800628.36758599,15011971.073497005,60844618.752120085,257260400.22232318,0.0,0.0,0.0,0.0,0.0,97.60686944575933,75.67501340043565,0.0,85110.43217893217,107670.21237183869,59256.986644919205,58230.62816131237,143362.60196078432,74950.40567765567,69005.49722222223,173257.83333333334,247131.40476190476,56640.0,123910.34845936329
2022-03-13,13.393485171469592,4.1768265428273805,24539.675385958904,174217171.06883565,12663310.950920021,20141570.991415516,1631303.692469086,21096096.63835777,95534589.84557982,0.0,0.0,0.0,0.0,0.0,88.51801669035045,79.37272852234045,0.0,121256.01190476191,154860.3828088578,82108.57463630613,90384.44761904763,74543.41471325372,77908.56893939394,64247.41969696969,55906.875,135784.69047619047,94865.57142857142,200964.31663499522
2022-03-20,11.2010640663043,13.63658379592377,0.0,17560870.166288607,12372193.551637974,11736986.441325122,14349320.064227661,2945418.5637032795,38939252.859707795,0.0,0.0,0.0,0.0,0.0,95.0582315516625,76.78619611722272,0.0,336848.88095238095,229846.18095238094,120449.91002331002,39747.28205128205,854873.8421052631,1104069.181875314,139385.46048387096,280360.4,87893.41666666667,9360.0,2692553.8958207425
