,symbol,exchange,symbol_on_exchange,base_asset,quote_asset,expire_at,has_buy_sell_data,is_perpetual,margined,oi_lq_vol_denominated_in,has_long_short_ratio_data,has_ohlcv_data
1132,APTUSDT_PERP.4,4,APT-USDT,APT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1133,PERP_EGLD_USDT.W,W,PERP_EGLD_USDT,EGLD,USDT,,True,True,STABLE,BASE_ASSET,False,True
1134,pf_cvxusd.K,K,pf_cvxusd,CVX,USD,,True,True,STABLE,BASE_ASSET,False,True
1135,DOTUSD_PERP.4,4,DOT-USD,DOT,USD,,True,True,COIN,QUOTE_ASSET,False,True
1136,COREUSDT_PERP.4,4,CORE-USDT,CORE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1137,PERP_YGG_USDT.W,W,PERP_YGG_USDT,YGG,USDT,,True,True,STABLE,BASE_ASSET,False,True
1138,pf_ethusd.K,K,pf_ethusd,ETH,USD,,True,True,STABLE,BASE_ASSET,False,True
1139,ADAUSDT_PERP.4,4,ADA-USDT,ADA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1140,pf_cfxusd.K,K,pf_cfxusd,CFX,USD,,True,True,STABLE,BASE_ASSET,False,True
1141,JST_USDT.Y,Y,JST_USDT,JST,USDT,,True,True,STABLE,BASE_ASSET,False,True
1142,pf_crvusd.K,K,pf_crvusd,CRV,USD,,True,True,STABLE,BASE_ASSET,False,True
1143,KSMUSDT_PERP.4,4,KSM-USDT,KSM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1144,GRTUSDT_PERP.3,3,GRT-USDT-SWAP,GRT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1145,pf_gmtusd.K,K,pf_gmtusd,GMT,USD,,True,True,STABLE,BASE_ASSET,False,True
1146,JOE_USDT.Y,Y,JOE_USDT,JOE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1147,GODSUSDT_PERP.3,3,GODS-USDT-SWAP,GODS,USDT,,True,True,STABLE,BASE_ASSET,False,True
1148,VGX_USDT.Y,Y,VGX_USDT,VGX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1149,ENSUSDT_PERP.3,3,ENS-USDT-SWAP,ENS,USDT,,True,True,STABLE,BASE_ASSET,False,True
1150,DHX_USDT.Y,Y,DHX_USDT,DHX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1151,pf_algousd.K,K,pf_algousd,ALGO,USD,,True,True,STABLE,BASE_ASSET,False,True
1152,ALGUSDT_PERP.F,F,ALGF0:USTF0,ALGO,USDT,,True,True,STABLE,BASE_ASSET,False,True
1153,XCHUSDT_PERP.3,3,XCH-USDT-SWAP,XCH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1154,pf_paxgusd.K,K,pf_paxgusd,PAXG,USD,,True,True,STABLE,BASE_ASSET,False,True
1155,pf_nearusd.K,K,pf_nearusd,NEAR,USD,,True,True,STABLE,BASE_ASSET,False,True
1156,ETCUSDT_PERP.3,3,ETC-USDT-SWAP,ETC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1157,LOKA_USDT.Y,Y,LOKA_USDT,LOKA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1158,pf_wldusd.K,K,pf_wldusd,WLD,USD,,True,True,STABLE,BASE_ASSET,False,True
1159,UNI-USD.8,8,UNI-USD,UNI,USD,,True,True,STABLE,BASE_ASSET,False,True
1160,ONTUSDT_PERP.4,4,ONT-USDT,ONT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1161,USDC_USDT.Y,Y,USDC_USDT,USDC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1162,pf_fxsusd.K,K,pf_fxsusd,FXS,USD,,True,True,STABLE,BASE_ASSET,False,True
1163,SOLUSDT_PERP.0,0,SOLUSDT,SOL,USDT,,True,True,STABLE,BASE_ASSET,False,True
1164,NEOUSDT_PERP.F,F,NEOF0:USTF0,NEO,USDT,,True,True,STABLE,BASE_ASSET,False,True
1165,PERP_XTZ_USDT.W,W,PERP_XTZ_USDT,XTZ,USDT,,True,True,STABLE,BASE_ASSET,False,True
1166,FIL_USDT.Y,Y,FIL_USDT,FIL,USDT,,True,True,STABLE,BASE_ASSET,False,True
1167,OKB_USDT.Y,Y,OKB_USDT,OKB,USDT,,True,True,STABLE,BASE_ASSET,False,True
1168,GLM_USDT.Y,Y,GLM_USDT,GLM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1169,ORBSUSDT_PERP.3,3,ORBS-USDT-SWAP,ORBS,USDT,,True,True,STABLE,BASE_ASSET,False,True
1170,RAD_USDT.Y,Y,RAD_USDT,RAD,USDT,,True,True,STABLE,BASE_ASSET,False,True
1171,pf_sxpusd.K,K,pf_sxpusd,SXP,USD,,True,True,STABLE,BASE_ASSET,False,True
1172,PERP_USDC_USDT.W,W,PERP_USDC_USDT,USDC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1173,ALGO-USD.8,8,ALGO-USD,ALGO,USD,,True,True,STABLE,BASE_ASSET,False,True
1174,PERP_ANKR_USDT.W,W,PERP_ANKR_USDT,ANKR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1175,ANT_USDT.Y,Y,ANT_USDT,ANT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1176,ZILUSDT_PERP.3,3,ZIL-USDT-SWAP,ZIL,USDT,,True,True,STABLE,BASE_ASSET,False,True
1177,PEPEUSDT_PERP.3,3,PEPE-USDT-SWAP,PEPE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1178,PERP_ETH_USDT.W,W,PERP_ETH_USDT,ETH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1179,XRPUSD.7,7,XRPUSD,XRP,USD,,True,True,STABLE,BASE_ASSET,False,True
1180,MASK_USDT.Y,Y,MASK_USDT,MASK,USDT,,True,True,STABLE,BASE_ASSET,False,True
1181,ARBUSDT_PERP.F,F,ARBF0:USTF0,ARB,USDT,,True,True,STABLE,BASE_ASSET,False,True
1182,NEOUSDT_PERP.3,3,NEO-USDT-SWAP,NEO,USDT,,True,True,STABLE,BASE_ASSET,False,True
1183,LTCUSD_PERP.0,0,LTCUSD,LTC,USD,,True,True,COIN,CONTRACTS,False,True
1184,FTTUSDT_PERP.4,4,FTT-USDT,FTT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1185,pf_manausd.K,K,pf_manausd,MANA,USD,,True,True,STABLE,BASE_ASSET,False,True
1186,GASUSDT_PERP.3,3,GAS-USDT-SWAP,GAS,USDT,,True,True,STABLE,BASE_ASSET,False,True
1187,BCH_USDC-PERPETUAL.2,2,BCH_USDC-PERPETUAL,BCH,USDC,,True,True,STABLE,BASE_ASSET,False,True
1188,ARBUSD_PERP.0,0,ARBUSD,ARB,USD,,True,True,COIN,CONTRACTS,False,True
1189,ETH-28JUN24.2,2,ETH-28JUN24,ETH,USD,1719561600000.0,True,False,COIN,QUOTE_ASSET,False,True
1190,CSPR_USDT.Y,Y,CSPR_USDT,CSPR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1191,THETA_USDT.Y,Y,THETA_USDT,THETA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1192,RACAUSDT_PERP.3,3,RACA-USDT-SWAP,RACA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1193,EOSUSD_PERP.0,0,EOSUSD,EOS,USD,,True,True,COIN,CONTRACTS,False,True
1194,ATOMUSDT_PERP.4,4,ATOM-USDT,ATOM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1195,PERP_OCEAN_USDT.W,W,PERP_OCEAN_USDT,OCEAN,USDT,,True,True,STABLE,BASE_ASSET,False,True
1196,pf_chzusd.K,K,pf_chzusd,CHZ,USD,,True,True,STABLE,BASE_ASSET,False,True
1197,WLDUSD_PERP.0,0,WLDUSD,WLD,USD,,True,True,COIN,CONTRACTS,False,True
1198,NEARUSD_PERP.0,0,NEARUSD,NEAR,USD,,True,True,COIN,CONTRACTS,False,True
1199,fi_xbtusd_231124.K,K,fi_xbtusd_231124,BTC,USD,1700841600000.0,True,False,COIN,QUOTE_ASSET,False,True
1200,DOGEUSD_PERP.4,4,DOGE-USD,DOGE,USD,,True,True,COIN,QUOTE_ASSET,False,True
1201,POLYX_USDT.Y,Y,POLYX_USDT,POLYX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1202,ETCUSD_PERP.3,3,ETC-USD-SWAP,ETC,USD,,True,True,COIN,QUOTE_ASSET,False,True
1203,PERP_AGIX_USDT.W,W,PERP_AGIX_USDT,AGIX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1204,TIAUSDTZ23.0,0,TIAUSDTZ23,TIA,USDT,1703851200000.0,True,False,STABLE,BASE_ASSET,False,True
1205,RUNE_USDT.Y,Y,RUNE_USDT,RUNE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1206,CHR_USDT.Y,Y,CHR_USDT,CHR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1207,PERP_MASK_USDT.W,W,PERP_MASK_USDT,MASK,USDT,,True,True,STABLE,BASE_ASSET,False,True
1208,AVAXUSD_PERP.0,0,AVAXUSD,AVAX,USD,,True,True,COIN,CONTRACTS,False,True
1209,CRO_USDT.Y,Y,CRO_USDT,CRO,USDT,,True,True,STABLE,BASE_ASSET,False,True
1210,DOTUSDT_PERP.3,3,DOT-USDT-SWAP,DOT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1211,pf_tusdusd.K,K,pf_tusdusd,TUSD,USD,,True,True,STABLE,BASE_ASSET,False,True
1212,pf_egldusd.K,K,pf_egldusd,EGLD,USD,,True,True,STABLE,BASE_ASSET,False,True
1213,API3USDT_PERP.4,4,API3-USDT,API3,USDT,,True,True,STABLE,BASE_ASSET,False,True
1214,USDCUSDT_PERP.3,3,USDC-USDT-SWAP,USDC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1215,CRVUSDT_PERP.F,F,CRVF0:USTF0,CRV,USDT,,True,True,STABLE,BASE_ASSET,False,True
1216,pf_xtzusd.K,K,pf_xtzusd,XTZ,USD,,True,True,STABLE,BASE_ASSET,False,True
1217,cETHUSD.7,7,cETHUSD,ETH,USD,,True,True,COIN,QUOTE_ASSET,False,True
1218,OPUSDT_PERP.3,3,OP-USDT-SWAP,OP,USDT,,True,True,STABLE,BASE_ASSET,False,True
1219,pf_axsusd.K,K,pf_axsusd,AXS,USD,,True,True,STABLE,BASE_ASSET,False,True
1220,LUNAUSDT_PERP.0,0,LUNAUSDT,LUNA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1221,pf_yfiusd.K,K,pf_yfiusd,YFI,USD,,True,True,STABLE,BASE_ASSET,False,True
1222,MINAUSDT_PERP.3,3,MINA-USDT-SWAP,MINA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1223,CVCUSDT_PERP.3,3,CVC-USDT-SWAP,CVC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1224,AVAX-USD.8,8,AVAX-USD,AVAX,USD,,True,True,STABLE,BASE_ASSET,False,True
1225,YFIUSDT_PERP.3,3,YFI-USDT-SWAP,YFI,USDT,,True,True,STABLE,BASE_ASSET,False,True
1226,AGIXUSDT_PERP.4,4,AGIX-USDT,AGIX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1227,ARBUSDT_PERP.3,3,ARB-USDT-SWAP,ARB,USDT,,True,True,STABLE,BASE_ASSET,False,True
1228,PERP_MAGIC_USDT.W,W,PERP_MAGIC_USDT,MAGIC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1229,MKR_USDT.Y,Y,MKR_USDT,MKR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1230,PERP_ONE_USDT.W,W,PERP_ONE_USDT,ONE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1231,TRX-USD.8,8,TRX-USD,TRX,USD,,True,True,STABLE,BASE_ASSET,False,True
1232,CREAM_USDT.Y,Y,CREAM_USDT,CREAM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1233,ETHUSDT_PERP.3,3,ETH-USDT-SWAP,ETH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1234,FLRUSD_PERP.0,0,FLRUSD,FLR,USD,,True,True,COIN,CONTRACTS,False,True
1235,ASTR_USDT.Y,Y,ASTR_USDT,ASTR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1236,PERP_ADA_USDT.W,W,PERP_ADA_USDT,ADA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1237,WAXP_USDT.Y,Y,WAXP_USDT,WAXP,USDT,,True,True,STABLE,BASE_ASSET,False,True
1238,STARLUSDT_PERP.3,3,STARL-USDT-SWAP,STARL,USDT,,True,True,STABLE,BASE_ASSET,False,True
1239,XBTH24.0,0,XBTH24,BTC,USD,1711713600000.0,True,False,COIN,QUOTE_ASSET,False,True
1240,ETHUSD_PERP.K,K,pi_ethusd,ETH,USD,,True,True,COIN,QUOTE_ASSET,False,True
1241,ff_xbtusd_231124.K,K,ff_xbtusd_231124,BTC,USD,1700812800000.0,True,False,STABLE,BASE_ASSET,False,True
1242,ACA_USDT.Y,Y,ACA_USDT,ACA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1243,XTZ_USDT.Y,Y,XTZ_USDT,XTZ,USDT,,True,True,STABLE,BASE_ASSET,False,True
1244,BCHUSDT_PERP.3,3,BCH-USDT-SWAP,BCH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1245,SEIUSDT_PERP.0,0,SEIUSDT,SEI,USDT,,True,True,STABLE,BASE_ASSET,False,True
1246,PERP_ZEC_USDT.W,W,PERP_ZEC_USDT,ZEC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1247,LQTY_USDT.Y,Y,LQTY_USDT,LQTY,USDT,,True,True,STABLE,BASE_ASSET,False,True
1248,IOST_USDT.Y,Y,IOST_USDT,IOST,USDT,,True,True,STABLE,BASE_ASSET,False,True
1249,YGG_USDT.Y,Y,YGG_USDT,YGG,USDT,,True,True,STABLE,BASE_ASSET,False,True
1250,KSMUSDT_PERP.3,3,KSM-USDT-SWAP,KSM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1251,PERP_AXS_USDT.W,W,PERP_AXS_USDT,AXS,USDT,,True,True,STABLE,BASE_ASSET,False,True
1252,ETHUSDT_PERP.4,4,ETH-USDT,ETH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1253,PEPEUSD_PERP.0,0,PEPEUSD,PEPE,USD,,True,True,COIN,CONTRACTS,False,True
1254,PERP_YFI_USDT.W,W,PERP_YFI_USDT,YFI,USDT,,True,True,STABLE,BASE_ASSET,False,True
1255,ADAUSD_PERP.3,3,ADA-USD-SWAP,ADA,USD,,True,True,COIN,QUOTE_ASSET,False,True
1256,KLAY_USDT.Y,Y,KLAY_USDT,KLAY,USDT,,True,True,STABLE,BASE_ASSET,False,True
1257,LUNCUSDT_PERP.4,4,LUNC-USDT,LUNC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1258,pf_kncusd.K,K,pf_kncusd,KNC,USD,,True,True,STABLE,BASE_ASSET,False,True
1259,MDT_USDT.Y,Y,MDT_USDT,MDT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1260,FLOKI_USDT.Y,Y,FLOKI_USDT,FLOKI,USDT,,True,True,STABLE,BASE_ASSET,False,True
1261,pf_achusd.K,K,pf_achusd,ACH,USD,,True,True,STABLE,BASE_ASSET,False,True
1262,pf_qtumusd.K,K,pf_qtumusd,QTUM,USD,,True,True,STABLE,BASE_ASSET,False,True
1263,LPTUSDT_PERP.3,3,LPT-USDT-SWAP,LPT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1264,NEARUSDT_PERP.F,F,NEARF0:USTF0,NEAR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1265,PERP_ETHW_USDT.W,W,PERP_ETHW_USDT,ETHW,USDT,,True,True,STABLE,BASE_ASSET,False,True
1266,CELO-USD.8,8,CELO-USD,CELO,USD,,True,True,STABLE,BASE_ASSET,False,True
1267,ETHEURT_PERP.F,F,ETHF0:EUTF0,ETH,EURT,,True,True,STABLE,BASE_ASSET,False,True
1268,FTMUSDT_PERP.F,F,FTMF0:USTF0,FTM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1269,FLOW_USDT.Y,Y,FLOW_USDT,FLOW,USDT,,True,True,STABLE,BASE_ASSET,False,True
1270,ARUSDT_PERP.3,3,AR-USDT-SWAP,AR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1271,OMG_USDT.Y,Y,OMG_USDT,OMG,USDT,,True,True,STABLE,BASE_ASSET,False,True
1272,FLOKIUSDT_PERP.3,3,FLOKI-USDT-SWAP,FLOKI,USDT,,True,True,STABLE,BASE_ASSET,False,True
1273,pf_linausd.K,K,pf_linausd,LINA,USD,,True,True,STABLE,BASE_ASSET,False,True
1274,PERP_LQTY_USDT.W,W,PERP_LQTY_USDT,LQTY,USDT,,True,True,STABLE,BASE_ASSET,False,True
1275,1INCH_USDT.Y,Y,1INCH_USDT,1INCH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1276,BCHUSDT_PERP.4,4,BCH-USDT,BCH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1277,DOGE-USD.8,8,DOGE-USD,DOGE,USD,,True,True,STABLE,BASE_ASSET,False,True
1278,BIGTIMEUSDT_PERP.3,3,BIGTIME-USDT-SWAP,BIGTIME,USDT,,True,True,STABLE,BASE_ASSET,False,True
1279,PERP_DOGE_USDT.W,W,PERP_DOGE_USDT,DOGE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1280,BNT_USDT.Y,Y,BNT_USDT,BNT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1281,ARBUSDT_PERP.4,4,ARB-USDT,ARB,USDT,,True,True,STABLE,BASE_ASSET,False,True
1282,CRV-USD.8,8,CRV-USD,CRV,USD,,True,True,STABLE,BASE_ASSET,False,True
1283,KLAYUSD_PERP.0,0,KLAYUSD,KLAY,USD,,True,True,COIN,CONTRACTS,False,True
1284,WLDUSDT_PERP.3,3,WLD-USDT-SWAP,WLD,USDT,,True,True,STABLE,BASE_ASSET,False,True
1285,pf_grtusd.K,K,pf_grtusd,GRT,USD,,True,True,STABLE,BASE_ASSET,False,True
1286,SNX_USDT.Y,Y,SNX_USDT,SNX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1287,TON_USDT.Y,Y,TON_USDT,TON,USDT,,True,True,STABLE,BASE_ASSET,False,True
1288,THETAUSDT_PERP.3,3,THETA-USDT-SWAP,THETA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1289,YGGUSDT_PERP.4,4,YGG-USDT,YGG,USDT,,True,True,STABLE,BASE_ASSET,False,True
1290,pf_suiusd.K,K,pf_suiusd,SUI,USD,,True,True,STABLE,BASE_ASSET,False,True
1291,fi_ltcusd_231229.K,K,fi_ltcusd_231229,LTC,USD,1703865600000.0,True,False,COIN,QUOTE_ASSET,False,True
1292,YFII_USDT.Y,Y,YFII_USDT,YFII,USDT,,True,True,STABLE,BASE_ASSET,False,True
1293,GALAUSDT_PERP.4,4,GALA-USDT,GALA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1294,PERP_RUNE_USDT.W,W,PERP_RUNE_USDT,RUNE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1295,ALGOUSD_PERP.3,3,ALGO-USD-SWAP,ALGO,USD,,True,True,COIN,QUOTE_ASSET,False,True
1296,AVAXUSDT_PERP.F,F,AVAXF0:USTF0,AVAX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1297,PERP_BLUR_USDT.W,W,PERP_BLUR_USDT,BLUR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1298,ADAUSDT_PERP.0,0,ADAUSDT,ADA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1299,NKN_USDT.Y,Y,NKN_USDT,NKN,USDT,,True,True,STABLE,BASE_ASSET,False,True
1300,CVC_USDT.Y,Y,CVC_USDT,CVC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1301,ENS_USDT.Y,Y,ENS_USDT,ENS,USDT,,True,True,STABLE,BASE_ASSET,False,True
1302,AXS_USDT.Y,Y,AXS_USDT,AXS,USDT,,True,True,STABLE,BASE_ASSET,False,True
1303,TRXUSD_PERP.4,4,TRX-USD,TRX,USD,,True,True,COIN,QUOTE_ASSET,False,True
1304,pf_snxusd.K,K,pf_snxusd,SNX,USD,,True,True,STABLE,BASE_ASSET,False,True
1305,pf_glmrusd.K,K,pf_glmrusd,GLMR,USD,,True,True,STABLE,BASE_ASSET,False,True
1306,BTCUSDT_PERP.0,0,XBTUSDT,BTC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1307,pf_fetusd.K,K,pf_fetusd,FET,USD,,True,True,STABLE,BASE_ASSET,False,True
1308,LDOUSDT_PERP.4,4,LDO-USDT,LDO,USDT,,True,True,STABLE,BASE_ASSET,False,True
1309,BMEXUSDT_PERP.0,0,BMEXUSDT,BMEX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1310,PERP_PENDLE_USDT.W,W,PERP_PENDLE_USDT,PENDLE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1311,AVAXUSDT_PERP.0,0,AVAXUSDT,AVAX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1312,ARDR_USDT.Y,Y,ARDR_USDT,ARDR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1313,OMGUSDT_PERP.F,F,OMGF0:USTF0,OMG,USDT,,True,True,STABLE,BASE_ASSET,False,True
1314,SOL-USD.8,8,SOL-USD,SOL,USD,,True,True,STABLE,BASE_ASSET,False,True
1315,DASH_USDT.Y,Y,DASH_USDT,DASH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1316,EOSUSDT_PERP.3,3,EOS-USDT-SWAP,EOS,USDT,,True,True,STABLE,BASE_ASSET,False,True
1317,GT_USDT.Y,Y,GT_USDT,GT,USDT,,True,True,STABLE,BASE_ASSET,False,True
1318,SOLBTC_PERP.F,F,SOLF0:BTCF0,SOL,BTC,,True,True,STABLE,BASE_ASSET,False,True
1319,pf_trxusd.K,K,pf_trxusd,TRX,USD,,True,True,STABLE,BASE_ASSET,False,True
1320,USTCUSDT_PERP.3,3,USTC-USDT-SWAP,USTC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1321,RSR_USDT.Y,Y,RSR_USDT,RSR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1322,pf_compusd.K,K,pf_compusd,COMP,USD,,True,True,STABLE,BASE_ASSET,False,True
1323,ETH-24NOV23.2,2,ETH-24NOV23,ETH,USD,1700812800000.0,True,False,COIN,QUOTE_ASSET,False,True
1324,CORE_USDT.Y,Y,CORE_USDT,CORE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1325,PERP_BLZ_USDT.W,W,PERP_BLZ_USDT,BLZ,USDT,,True,True,STABLE,BASE_ASSET,False,True
1326,fi_ethusd_240329.K,K,fi_ethusd_240329,ETH,USD,1711728000000.0,True,False,COIN,QUOTE_ASSET,False,True
1327,KNCUSDT_PERP.3,3,KNC-USDT-SWAP,KNC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1328,PERP_WSM_USDT.W,W,PERP_WSM_USDT,WSM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1329,XMR_USDT.Y,Y,XMR_USDT,XMR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1330,FLUX_USDT.Y,Y,FLUX_USDT,FLUX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1331,AVAXUSDT_PERP.4,4,AVAX-USDT,AVAX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1332,LINKUSD_PERP.0,0,LINKUSD,LINK,USD,,True,True,COIN,CONTRACTS,False,True
1333,XLMUSD_PERP.3,3,XLM-USD-SWAP,XLM,USD,,True,True,COIN,QUOTE_ASSET,False,True
1334,SEI_USDT.Y,Y,SEI_USDT,SEI,USDT,,True,True,STABLE,BASE_ASSET,False,True
1335,MINA_USDT.Y,Y,MINA_USDT,MINA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1336,UMAUSDT_PERP.3,3,UMA-USDT-SWAP,UMA,USDT,,True,True,STABLE,BASE_ASSET,False,True
1337,RAY_USDT.Y,Y,RAY_USDT,RAY,USDT,,True,True,STABLE,BASE_ASSET,False,True
1338,ZEC_USDT.Y,Y,ZEC_USDT,ZEC,USDT,,True,True,STABLE,BASE_ASSET,False,True
1339,BTC-PERPETUAL.2,2,BTC-PERPETUAL,BTC,USD,,True,True,COIN,QUOTE_ASSET,False,True
1340,COMP_USDT.Y,Y,COMP_USDT,COMP,USDT,,True,True,STABLE,BASE_ASSET,False,True
1341,PERP_ALGO_USDT.W,W,PERP_ALGO_USDT,ALGO,USDT,,True,True,STABLE,BASE_ASSET,False,True
1342,AAVEUSDT_PERP.F,F,AAVEF0:USTF0,AAVE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1343,ALCX_USDT.Y,Y,ALCX_USDT,ALCX,USDT,,True,True,STABLE,BASE_ASSET,False,True
1344,PERP_KSM_USDT.W,W,PERP_KSM_USDT,KSM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1345,BCHUSD_PERP.0,0,BCHUSD,BCH,USD,,True,True,COIN,CONTRACTS,False,True
1346,pf_xmrusd.K,K,pf_xmrusd,XMR,USD,,True,True,STABLE,BASE_ASSET,False,True
1347,SHIB_USDT.Y,Y,SHIB_USDT,SHIB,USDT,,True,True,STABLE,BASE_ASSET,False,True
1348,XCH_USDT.Y,Y,XCH_USDT,XCH,USDT,,True,True,STABLE,BASE_ASSET,False,True
1349,ALGO_USDC-PERPETUAL.2,2,ALGO_USDC-PERPETUAL,ALGO,USDC,,True,True,STABLE,BASE_ASSET,False,True
1350,BONEUSD_PERP.0,0,BONEUSD,BONE,USD,,True,True,COIN,CONTRACTS,False,True
1351,INJ_USDT.Y,Y,INJ_USDT,INJ,USDT,,True,True,STABLE,BASE_ASSET,False,True
1352,CAKE_USDT.Y,Y,CAKE_USDT,CAKE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1353,ETH-USD.8,8,ETH-USD,ETH,USD,,True,True,STABLE,BASE_ASSET,False,True
1354,PERP_CRV_USDT.W,W,PERP_CRV_USDT,CRV,USDT,,True,True,STABLE,BASE_ASSET,False,True
1355,pf_zecusd.K,K,pf_zecusd,ZEC,USD,,True,True,STABLE,BASE_ASSET,False,True
1356,BLURUSDT_PERP.3,3,BLUR-USDT-SWAP,BLUR,USDT,,True,True,STABLE,BASE_ASSET,False,True
1357,ALGO_USDT.Y,Y,ALGO_USDT,ALGO,USDT,,True,True,STABLE,BASE_ASSET,False,True
1358,IGU_USDT.Y,Y,IGU_USDT,IGU,USDT,,True,True,STABLE,BASE_ASSET,False,True
1359,FLMUSDT_PERP.3,3,FLM-USDT-SWAP,FLM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1360,PERP_AAVE_USDT.W,W,PERP_AAVE_USDT,AAVE,USDT,,True,True,STABLE,BASE_ASSET,False,True
1361,FLM_USDT.Y,Y,FLM_USDT,FLM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1362,BCHUSD_PERP.K,K,pi_bchusd,BCH,USD,,True,True,COIN,QUOTE_ASSET,False,True
1363,REQ_USDT.Y,Y,REQ_USDT,REQ,USDT,,True,True,STABLE,BASE_ASSET,False,True
1364,ATOM_USDT.Y,Y,ATOM_USDT,ATOM,USDT,,True,True,STABLE,BASE_ASSET,False,True
1365,AKRO_USDT.Y,Y,AKRO_USDT,AKRO,USDT,,True,True,STABLE,BASE_ASSET,False,True
1366,HIFI_USDT.Y,Y,HIFI_USDT,HIFI,USDT,,True,True,STABLE,BASE_ASSET,False,True
1367,CRVUSDT_PERP.4,4,CRV-USDT,CRV,USDT,,True,True,STABLE,BASE_ASSET,False,True
