time,LIQ_short_binance,LIQ_short_bybit,LIQ_short_GMX,LIQ_short_GNS,LIQ_short_perp
2020-08-05,0.023171183340195637,0.015474132413788852,,,
2020-08-06,0.009103592827276132,0.003345758695460097,,,
2020-08-07,0.0047162320146238446,0.00039453577499926474,,,
2020-08-08,0.00811970441428989,0.0024620523656490776,,,
2020-08-09,0.0025194234863175325,0.0002868223458460793,,,
2020-08-10,0.030660073637253028,0.008331324327882817,,,
2020-08-11,0.008636158142763778,0.0047549085272676405,,,
2020-08-12,0.007040923641271972,0.006299444960277874,,,
2020-08-13,0.012973586208654313,0.014213617578237995,,,
2020-08-14,0.005394959353134913,0.0026419661722419624,,,
2020-08-15,0.009676279434080762,0.01105304653520659,,,
2020-08-16,0.0028354361580653024,0.008386394443297595,,,
2020-08-17,0.04006930601926855,0.10846940050144094,,,
2020-08-18,0.003336359017677914,0.002596723271497693,,,
2020-08-19,0.004638812686510606,0.001056743490736603,,,
2020-08-20,0.0024645119085684787,0.0007246421004209764,,,
2020-08-21,0.002575272455315031,0.00010147284558851272,,,
2020-08-22,0.005311400397196106,0.0024232543652262404,,,
2020-08-23,0.003421725807249919,0.0014034341049456388,,,
2020-08-24,0.0027555486026365327,0.01694243389964252,,,
2020-08-25,0.003529523433123136,0.001171710039661227,,,
2020-08-26,0.01045196760223603,0.00703910070191516,,,
2020-08-27,0.013452102059134774,0.003968510237150304,,,
2020-08-28,0.004617671305524511,0.011434770727217066,,,
2020-08-29,0.0019046106130929086,0.0011071060661521268,,,
2020-08-30,0.01316348497845938,0.007664344255921371,,,
2020-08-31,0.00492401947615095,0.00226062763078456,,,
2020-09-01,0.015394941117730947,0.00591342428603055,,,
2020-09-02,0.004581456668412276,0.0024426217473421472,,,
2020-09-03,0.015499930394456973,0.006815134310666882,,,
2020-09-04,0.032715448323850094,0.024583336906737186,,,
2020-09-05,0.0331174536532092,0.02711845024218769,,,
2020-09-06,0.009575271966340103,0.007466712745634498,,,
2020-09-07,0.02617759780626549,0.008202262236262012,,,
2020-09-08,0.021649923263743195,0.009557424075384355,,,
2020-09-09,0.011923356506840845,0.009851445831916559,,,
2020-09-10,0.01587614565417574,0.012430971281179655,,,
2020-09-11,0.004664627522802582,0.006083423894634237,,,
2020-09-12,0.00734157176534801,0.003131471801953802,,,
2020-09-13,0.011873476837375021,0.003695448088505168,,,
2020-09-14,0.02487093325506734,0.009955444040842663,,,
2020-09-15,0.020077073534394876,0.018680841626843837,,,
2020-09-16,0.01806376391917071,0.0424517226006619,,,
2020-09-17,0.008522310917632036,0.0032580330189960704,,,
2020-09-18,0.004397738153846471,0.02003955287118152,,,
2020-09-19,0.015127859416015764,0.021686269866866986,,,
2020-09-20,0.0026915262171284776,0.0008638669005071812,,,
2020-09-21,0.006842001730867818,0.012669538596382516,,,
2020-09-22,0.006109573629048624,0.007668064706793252,,,
2020-09-23,0.003087059529355886,0.018722142543256024,,,
2020-09-24,0.0629365190726006,0.028964103123303112,,,
2020-09-25,0.006074250106053256,0.00716490462218888,,,
2020-09-26,0.00902848443402199,0.002676810781076097,,,
2020-09-27,0.0059782981013571015,0.003302339141611856,,,
2020-09-28,0.02637968318972481,0.0038886602030240446,,,
2020-09-29,0.005944741825345605,0.005077341075820231,,,
2020-09-30,0.00164329262638012,3.8275807114985395e-06,,,
2020-10-01,0.014471861175277703,0.005187994480999515,,,
2020-10-02,0.011764425598207392,0.0048610409906848255,,,
2020-10-03,0.0015295644288813178,0.0017757116646096307,,,
2020-10-04,0.008397742948902711,0.003920383734966086,,,
2020-10-05,0.011813260208788041,0.0024486613114775495,,,
2020-10-06,0.00263317649346301,0.00024530456065861996,,,
2020-10-07,0.002501283646297461,0.00014642958542727044,,,
2020-10-08,0.03366638258318231,0.025282335318211828,,,
2020-10-09,0.019196217256824955,0.021901075678567083,,,
2020-10-10,0.08562012649624484,0.030217245389149293,,,
2020-10-11,0.0050601540994411704,0.0017192379346471862,,,
2020-10-12,0.042829365335407446,0.02803304665368991,,,
2020-10-13,0.002021137616733432,0.0009259335290775582,,,
2020-10-14,0.006461765828297059,0.0003494813079343032,,,
2020-10-15,0.016042408282027545,0.004812800800050002,,,
2020-10-16,0.0020691908442205765,0.001445547539058936,,,
2020-10-17,0.0015474373228844581,0.00024269658622742702,,,
2020-10-18,0.005817076066927225,0.003779727271237277,,,
2020-10-19,0.033544485261047106,0.038733212071184936,,,
2020-10-20,0.03169956602462599,0.011654134166069292,,,
2020-10-21,0.198617338249535,0.17294286895865046,,,
2020-10-22,0.009705224193485483,0.012213861229494418,,,
2020-10-23,0.00352572750548397,0.0013191562144980527,,,
2020-10-24,0.008916006745506118,0.0038073110758140394,,,
2020-10-25,0.020702100402653995,0.007105750830258008,,,
2020-10-26,0.007917503486399078,0.019198507573162025,,,
2020-10-27,0.04342379060237853,0.09688519087874857,,,
2020-10-28,0.014583102191333065,0.03059101701025161,,,
2020-10-29,0.018018552822680785,0.022968875571995135,,,
2020-10-30,0.01456490955407182,0.014263618949586743,,,
2020-10-31,0.045401466080161386,0.014639369591150966,,,
2020-11-01,0.002909557516949762,0.0008817333476873692,,,
2020-11-02,0.008351335360812052,0.006372799828480548,,,
2020-11-03,0.02815683153800443,0.009552533058833329,,,
2020-11-04,0.029478634198952112,0.014530681632354431,,,
2020-11-05,0.13302074772197275,0.12743613088295141,,,
2020-11-06,0.028320677637841515,0.014042271529915773,,,
2020-11-07,0.01912165468750033,0.014695072858284131,,,
2020-11-08,0.021528546616102782,0.0300902606221994,,,
2020-11-09,0.022831134123510056,0.00953398518039377,,,
2020-11-10,0.004629116311430479,0.003090025241634538,,,
2020-11-11,0.018736144756302912,0.009668454038606488,,,
2020-11-12,0.033595526982669426,0.00805868635993836,,,
2020-11-13,0.012702308152560658,0.006920972816431024,,,
2020-11-14,0.006217074997164,0.006782479152685273,,,
2020-11-15,0.002498122904892078,0.001853537284283162,,,
2020-11-16,0.039068079921042415,0.023439530699720195,,,
2020-11-17,0.08913320334226504,0.02110909357954173,,,
2020-11-18,0.0736554646861635,0.010057391483002585,,,
2020-11-19,0.014750240115967584,0.01628042298619355,,,
2020-11-20,0.02723082983213211,0.012535155669675307,,,
2020-11-21,0.010315340069671964,0.006088809939871998,,,
2020-11-22,0.010308778932424607,0.00416636280813897,,,
2020-11-23,0.013813598733428748,0.003520564405576259,,,
2020-11-24,0.03075550466735356,0.010648048007050033,,,
2020-11-25,0.012638260098183316,0.00843254684360163,,,
2020-11-26,0.062411373788322955,0.04421852516967156,,,
2020-11-27,0.02341353321988483,0.009641355236196832,,,
2020-11-28,0.03219416307693022,0.009700827090740695,,,
2020-11-29,0.025190570767974697,0.01144191386632974,,,
2020-11-30,0.11242961439569055,0.07244696859375754,,,
2020-12-01,0.04981939540772142,0.03625835771242471,,,
2020-12-02,0.020524365289143066,0.010611216394964523,,,
2020-12-03,0.01613801647254589,0.009135698235021753,,,
2020-12-04,0.007704181214222384,0.000839720601512808,,,
2020-12-05,0.01035972329365587,0.0015361835484891176,,,
2020-12-06,0.016468368381431328,0.004785038044054672,,,
2020-12-07,0.0029272534373908626,0.00016217636520175213,,,
2020-12-08,0.008290738200532305,0.003430250880904745,,,
2020-12-09,0.03306638990655417,0.014542698832763892,,,
2020-12-10,0.01108860667922539,0.014508368549719031,,,
2020-12-11,0.02135194080761215,0.01638711137727939,,,
2020-12-12,0.09296756899231412,0.017453032576179413,,,
2020-12-13,0.04301482651006486,0.018709932580333266,,,
2020-12-14,0.007079105012018159,0.001043816288333253,,,
2020-12-15,0.02469883867831188,0.01267171110893326,,,
2020-12-16,0.25569747811329596,0.09646783227075152,,,
2020-12-17,0.2135903840865642,0.03699032417445311,,,
2020-12-18,0.01795241351481278,0.003806856959906463,,,
2020-12-19,0.04296912720284598,0.0244420843409647,,,
2020-12-20,0.025929337035393813,0.0037373368529708155,,,
2020-12-21,0.03237615643667102,0.014847493796156026,,,
2020-12-22,0.0340713919668134,0.014724492471814881,,,
2020-12-23,0.04540026936834132,0.060345193325290945,,,
2020-12-24,0.022815852640974757,0.01681259159107739,,,
2020-12-25,0.048207473222054306,0.01694171257884344,,,
2020-12-26,0.11249844530884719,0.07170617395820553,,,
2020-12-27,0.09562559639249545,0.028856409645643007,,,
2020-12-28,0.02088025870998662,0.027082420613913204,,,
2020-12-29,0.016468951506363513,0.011628142902258847,,,
2020-12-30,0.04453350029004359,0.02233827296996982,,,
2020-12-31,0.02169559903788852,0.03530361054203724,,,
2021-01-01,0.014376899202554435,0.007171149265903618,,,
2021-01-02,0.17691697885661148,0.10049089517578991,,,
2021-01-03,0.06446491395432226,0.07866086935836367,,,
2021-01-04,0.038852622375403656,0.18516029044414367,,,
2021-01-05,0.06522370787799252,0.04499084535829432,,,
2021-01-06,0.07271650750515272,0.04945311539879562,,,
2021-01-07,0.0846501687315956,0.07375842110323984,,,
2021-01-08,0.07813153849529249,0.15472586207599603,,,
2021-01-09,0.019242241707487565,0.010223764984247534,,,
2021-01-10,0.035831954036904874,0.029955406653450964,,,
2021-01-11,0.14751489492040437,0.0691959539721485,,,
2021-01-12,0.07634112152118906,0.08089282438923281,,,
2021-01-13,0.08141629033628109,0.03096004591753847,,,
2021-01-14,0.05859398386847083,0.02460593445276996,,,
2021-01-15,0.049486263334398324,0.05504496904294488,,,
2021-01-16,0.03335300133253903,0.01714610076388731,,,
2021-01-17,0.04208929659525119,0.039806089329661044,,,
2021-01-18,0.032548955492250876,0.018406482998621954,,,
2021-01-19,0.017416602662680674,0.013297790246948334,,,
2021-01-20,0.029093041067091097,0.03150699011086237,,,
2021-01-21,0.05911827560757404,0.1589613037946255,,,
2021-01-22,0.09785523455144461,0.047452333740913566,,,
2021-01-23,0.026247696330979838,0.01744645728128475,,,
2021-01-24,0.029375234103798945,0.03218726467291968,,,
2021-01-25,0.054690417592878904,0.13150660133627667,,,
2021-01-26,0.041040183789808025,0.048876418685098046,,,
2021-01-27,0.04844032024707571,0.03526393126003593,,,
2021-01-28,0.06460557730916944,0.04516404852995226,,,
2021-01-29,0.12412139122613756,0.1429379365052298,,,
2021-01-30,0.020660582486123145,0.029817287006489182,,,
2021-01-31,0.009127794865805436,0.009895047176221807,,,
2021-02-01,0.023959496162195403,0.024584405687785662,,,
2021-02-02,0.033907568017107974,0.027588810062465125,,,
2021-02-03,0.030698487017868238,0.02213053951767094,,,
2021-02-04,0.03197255542689608,0.020120703827161565,,,
2021-02-05,0.017544469089645378,0.004993475001750667,,,
2021-02-06,0.0442390397645673,0.023810856409686526,,,
2021-02-07,0.021520174010081095,0.013144834808836827,,,
2021-02-08,0.187687790575048,0.04165187637597121,,,
2021-02-09,0.04874230347729949,0.02548828643415127,,,
2021-02-10,0.018259630032073437,0.010516730440164502,,,
2021-02-11,0.046457635286293285,0.029690943350102438,,,
2021-02-12,0.0157550530019945,0.014080269466381416,,,
2021-02-13,0.006759394560869325,0.0031157740731505945,,,
2021-02-14,0.03219098819859585,0.038017953449074764,,,
2021-02-15,0.019824565973314928,0.020082427229781957,,,
2021-02-16,0.04305978278597868,0.015769875936178367,,,
2021-02-17,0.04812002520672178,0.03722901437355328,,,
2021-02-18,0.00771371532003976,0.0060664460743279575,,,
2021-02-19,0.07749529103314592,0.0841930566789024,,,
2021-02-20,0.028627405440711372,0.028226440953494022,,,
2021-02-21,0.01937982584633307,0.02091540818559861,,,
2021-02-22,0.06113294835981299,0.03802443032070578,,,
2021-02-23,0.1365234736885557,0.07022047950011671,,,
2021-02-24,0.04501017868691098,0.0285922716573094,,,
2021-02-25,0.04130181346297449,0.03134298559184209,,,
2021-02-26,0.06770519922701632,0.06452902499790718,,,
2021-02-27,0.030137222589798455,0.026666818481055655,,,
2021-02-28,0.056315357635709516,0.05278974189594594,,,
2021-03-01,0.07607599202918176,0.07240055288599828,,,
2021-03-02,0.024268549745142403,0.020313538043343706,,,
2021-03-03,0.06636286642331854,0.060789393402706615,,,
2021-03-04,0.03775575236350083,0.026943883390882474,,,
2021-03-05,0.042267407558545474,0.0239447956696625,,,
2021-03-06,0.02357362656522308,0.008925800318362525,,,
2021-03-07,0.046295438880183455,0.027600923709781455,,,
2021-03-08,0.028165086845090028,0.023725010276852764,,,
2021-03-09,0.057151364010718166,0.04227467625575748,,,
2021-03-10,0.06089960277408558,0.08025646740654474,,,
2021-03-11,0.03496772279337886,0.019607236353484676,,,
2021-03-12,0.021482982641135153,0.017044783351570128,,,
2021-03-13,0.07933736900643092,0.037695140631620085,,,
2021-03-14,0.009357529613290326,0.01453556237795309,,,
2021-03-15,0.023141419288493642,0.021850747290482704,,,
2021-03-16,0.02929175001990074,0.041561744802595994,,,
2021-03-17,0.04539290403009296,0.054234593946803855,,,
2021-03-18,0.02666185103836502,0.03440955860113748,,,
2021-03-19,0.016425864713393714,0.015779540798510478,,,
