time,LIQ_long_binance,LIQ_long_bybit,LIQ_long_GMX,LIQ_long_GNS,LIQ_long_perp
2020-08-05,0.01956883922141564,0.013153745082405847,,,
2020-08-06,0.02594210046372439,0.008933188390892669,,,
2020-08-07,0.047463011650487094,0.04178718213230353,,,
2020-08-08,0.010516955836791018,0.0013585551949699625,,,
2020-08-09,0.011718610729270372,0.007275086870905896,,,
2020-08-10,0.03599506302475031,0.03010845711663891,,,
2020-08-11,0.07675329911860497,0.10728854932553204,,,
2020-08-12,0.009776217052380078,0.009699902364584864,,,
2020-08-13,0.019178487737183027,0.03133046119389733,,,
2020-08-14,0.0066665037616595825,0.013147939514612976,,,
2020-08-15,0.023573419428716158,0.023583256358601916,,,
2020-08-16,0.0070096192868383455,0.009318345949752112,,,
2020-08-17,0.023770082667912265,0.012609857508677077,,,
2020-08-18,0.056543388360978074,0.08159847214378407,,,
2020-08-19,0.06561891838737677,0.01651209089376551,,,
2020-08-20,0.001708739163233149,0.0004175349884301207,,,
2020-08-21,0.03068980091367104,0.021787669559933515,,,
2020-08-22,0.013596932105836025,0.009021322260731865,,,
2020-08-23,0.003999523038838204,0.0023228068358447347,,,
2020-08-24,0.0022591874389382874,0.0007756727243012756,,,
2020-08-25,0.07112778609695622,0.07868049737023228,,,
2020-08-26,0.006217017271378601,0.005398862773969712,,,
2020-08-27,0.020502017354785743,0.007800522341242817,,,
2020-08-28,0.0006466178397220817,0.0,,,
2020-08-29,0.0017607886779094268,0.0012793833333268221,,,
2020-08-30,0.001918223590130033,0.0003602199032674453,,,
2020-08-31,0.005310858017486702,0.00930806935771915,,,
2020-09-01,0.01309785949352526,0.002465296034425503,,,
2020-09-02,0.049168912914752186,0.05636894711434717,,,
2020-09-03,0.1621481303612348,0.20544801549008623,,,
2020-09-04,0.046617309044386775,0.015013845468528736,,,
2020-09-05,0.05126813648497464,0.03399599628461051,,,
2020-09-06,0.007189628987088397,0.0006537453561040231,,,
2020-09-07,0.018680336541141613,0.02751989103485216,,,
2020-09-08,0.03866236894545702,0.018316796384359287,,,
2020-09-09,0.0033404297623983313,0.0011585518972376183,,,
2020-09-10,0.005907757266670294,0.0070191860330188535,,,
2020-09-11,0.0025952854843162817,0.002999300704390557,,,
2020-09-12,0.0024989080616375225,0.0014917359969216044,,,
2020-09-13,0.020170366000339956,0.01099478481307558,,,
2020-09-14,0.004015147855523056,0.0022138686039552173,,,
2020-09-15,0.013141755611434592,0.008397901841026612,,,
2020-09-16,0.006136398256382006,0.0006295088804470888,,,
2020-09-17,0.010716606873056209,0.0030594747835036057,,,
2020-09-18,0.006617863092051495,0.003847336233932686,,,
2020-09-19,0.0020618419743443934,0.0005046071943268436,,,
2020-09-20,0.020077456505397426,0.009257832867232309,,,
2020-09-21,0.057549567712534035,0.06185268203930359,,,
2020-09-22,0.0037020290704040254,0.0015070916185204327,,,
2020-09-23,0.026199077867119808,0.0065158956245053,,,
2020-09-24,0.0012704751269664999,0.0008283299527205398,,,
2020-09-25,0.005671633084519972,0.0009832997696819557,,,
2020-09-26,0.0011128279804619452,0.0001526003278622613,,,
2020-09-27,0.007917698373623765,0.002836417777989662,,,
2020-09-28,0.017078533588209613,0.0014192203935520387,,,
2020-09-29,0.004556606205743075,0.002727641544084273,,,
2020-09-30,0.004145953748559969,0.0008422417374711104,,,
2020-10-01,0.032745613132525796,0.015310747096599436,,,
2020-10-02,0.0133414177699297,0.006344935731175618,,,
2020-10-03,0.0008598257044504341,6.439737670846241e-05,,,
2020-10-04,0.00036332103824736946,1.7518531969625503e-05,,,
2020-10-05,0.0010354465856449396,5.945376490966291e-05,,,
2020-10-06,0.014720293192319465,0.005633432914218182,,,
2020-10-07,0.0005773874089944737,0.0,,,
2020-10-08,0.0043459535699072,0.0049248562578928816,,,
2020-10-09,0.0011663615153339314,0.00022561506658058322,,,
2020-10-10,0.010831008643127664,0.0037119828097983846,,,
2020-10-11,0.004980849936462714,0.004484846118820361,,,
2020-10-12,0.0293140541230134,0.01326135021703977,,,
2020-10-13,0.01971722717456247,0.004598777126470087,,,
2020-10-14,0.011400692661444735,0.002704159905080958,,,
2020-10-15,0.007466920006003234,0.0028894384024001495,,,
2020-10-16,0.022367825658544893,0.018277281759803903,,,
2020-10-17,0.003031345808492471,0.001008844676575914,,,
2020-10-18,6.890696002500138e-05,0.0,,,
2020-10-19,0.0031838209503730723,0.00342829264682393,,,
2020-10-20,0.009968550249323225,0.0023613857389694305,,,
2020-10-21,0.0533210729487306,0.03784282250746256,,,
2020-10-22,0.018219426528875537,0.009671811808446468,,,
2020-10-23,0.018096730956989257,0.017499530307685775,,,
2020-10-24,0.0048641841439763574,0.0009369845439550369,,,
2020-10-25,0.030249571955247342,0.013170893048758354,,,
2020-10-26,0.029100840945364574,0.05301279900504877,,,
2020-10-27,0.006658220416494688,0.004246818959077219,,,
2020-10-28,0.06743441051246894,0.04375114316207061,,,
2020-10-29,0.012051805308829256,0.004431752087434162,,,
2020-10-30,0.0131050442448219,0.01680441945877466,,,
2020-10-31,0.02175669286325108,0.005601981562483874,,,
2020-11-01,0.0071224304681813035,0.01389119967116209,,,
2020-11-02,0.03257845465572664,0.045401591221666926,,,
2020-11-03,0.010013919104244947,0.003622033262786263,,,
2020-11-04,0.023115073055894025,0.010923006829994612,,,
2020-11-05,0.036157952067488335,0.025668355821034525,,,
2020-11-06,0.04644812424287379,0.057589525052848554,,,
2020-11-07,0.09994438076098026,0.07222855091670467,,,
2020-11-08,0.008697141536534853,0.008686248088378413,,,
2020-11-09,0.03838318189140083,0.016735104832639337,,,
2020-11-10,0.00784065289458621,0.0031915776591191305,,,
2020-11-11,0.010518922814397662,0.01546594619608795,,,
2020-11-12,0.032416153373142284,0.01575826248897186,,,
2020-11-13,0.01259411180295756,0.009854279611988504,,,
2020-11-14,0.02402787781996173,0.009181105298479304,,,
2020-11-15,0.007416781800232994,0.004175577390939933,,,
2020-11-16,0.007283511807767435,0.0034319621624101073,,,
2020-11-17,0.020297030999620488,0.012450246515670362,,,
2020-11-18,0.12275331868188798,0.038285918350490236,,,
2020-11-19,0.019432190743610155,0.015374875986966432,,,
2020-11-20,0.011433585695279995,0.004657681538726877,,,
2020-11-21,0.0205047737166107,0.03051620715642389,,,
2020-11-22,0.05942668327711094,0.05326653201770517,,,
2020-11-23,0.028964068164886045,0.03386756299265462,,,
2020-11-24,0.036261748439239294,0.02128800112518956,,,
2020-11-25,0.06093560033501321,0.030728750689818167,,,
2020-11-26,0.5273789719756414,0.23810921605963986,,,
2020-11-27,0.0363722593759409,0.01514789029624027,,,
2020-11-28,0.00932944037034213,0.00229082740040707,,,
2020-11-29,0.012034046892062975,0.0029306809625291867,,,
2020-11-30,0.04013359682409556,0.025326602268498297,,,
2020-12-01,0.17470887814760624,0.18864567565243648,,,
2020-12-02,0.03695575642040806,0.008040428999710325,,,
2020-12-03,0.015711489445565212,0.007968986661295259,,,
2020-12-04,0.05253356911651323,0.027723886521248155,,,
2020-12-05,0.007213777040348757,0.006191023834852365,,,
2020-12-06,0.009604477200417282,0.0035375723970588312,,,
2020-12-07,0.018392144442857226,0.0030967500633306334,,,
2020-12-08,0.09864748614080329,0.06593540187026432,,,
2020-12-09,0.06258304483896404,0.015032794418249283,,,
2020-12-10,0.0219093602961949,0.004432879277694532,,,
2020-12-11,0.0398733622109211,0.015394481828513232,,,
2020-12-12,0.008958411712064204,0.004043700168021457,,,
2020-12-13,0.013104932176818017,0.005801457874169571,,,
2020-12-14,0.0050277680883034255,0.0027301140945139597,,,
2020-12-15,0.016390971533800532,0.011357644689211596,,,
2020-12-16,0.01809210260839746,0.009399043220929293,,,
2020-12-17,0.1618405591124616,0.034558493859782526,,,
2020-12-18,0.030094597494596344,0.011298172185865126,,,
2020-12-19,0.0285986477309494,0.0159267014338896,,,
2020-12-20,0.0575600914078499,0.018275731229166748,,,
